componente,unidade,Valor por 100g,Colher servir cheia (60 g),codigo_alimento,nome_alimento
Energia,kJ,515,309,BRC0621A,Nome não encontrado
Energia,kcal,139,83,BRC0621A,Nome não encontrado
Umidade,g,"73,5","44,1",BRC0621A,Nome não encontrado
Carboidrato total,g,"12,1","7,27",BRC0621A,Nome não encontrado
Carboidrato disponível,g,"11,4","6,83",BRC0621A,Nome não encontrado
Proteína,g,"5,05","3,03",BRC0621A,Nome não encontrado
Lipídios,g,"8,03","4,82",BRC0621A,Nome não encontrado
Fibra alimentar,g,"0,79","0,48",BRC0621A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0621A,Nome não encontrado
Cinzas,g,"1,33","0,80",BRC0621A,Nome não encontrado
Colesterol,mg,"48,4","29,1",BRC0621A,Nome não encontrado
Ácidos graxos saturados,g,"4,06","2,44",BRC0621A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,18","1,31",BRC0621A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,95","0,57",BRC0621A,Nome não encontrado
Ácidos graxos trans,g,"0,15","0,09",BRC0621A,Nome não encontrado
Cálcio,mg,"94,1","56,5",BRC0621A,Nome não encontrado
Ferro,mg,"0,56","0,34",BRC0621A,Nome não encontrado
Sódio,mg,284,170,BRC0621A,Nome não encontrado
Magnésio,mg,"11,9","7,11",BRC0621A,Nome não encontrado
Fósforo,mg,"94,4","56,6",BRC0621A,Nome não encontrado
Potássio,mg,181,108,BRC0621A,Nome não encontrado
Manganês,mg,"0,09","0,06",BRC0621A,Nome não encontrado
Zinco,mg,"0,55","0,33",BRC0621A,Nome não encontrado
Cobre,mg,"0,06","0,03",BRC0621A,Nome não encontrado
Selênio,mcg,"5,15","3,09",BRC0621A,Nome não encontrado
Vitamina A (RE),mcg,"82,1","49,2",BRC0621A,Nome não encontrado
Vitamina A (RAE),mcg,"79,6","47,7",BRC0621A,Nome não encontrado
Vitamina D,mcg,"0,84","0,51",BRC0621A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,56","0,34",BRC0621A,Nome não encontrado
Tiamina,mg,"0,06","0,03",BRC0621A,Nome não encontrado
Riboflavina,mg,"0,15","0,09",BRC0621A,Nome não encontrado
Niacina,mg,"0,84","0,51",BRC0621A,Nome não encontrado
Vitamina B6,mg,"0,04","0,03",BRC0621A,Nome não encontrado
Vitamina B12,mcg,"0,29","0,18",BRC0621A,Nome não encontrado
Vitamina C,mg,"1,59","0,95",BRC0621A,Nome não encontrado
Equivalente de folato,mcg,"10,2","6,11",BRC0621A,Nome não encontrado
Sal de adição,g,"0,47","0,28",BRC0621A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0621A,Nome não encontrado
Gordura de adição,g,-,-,BRC0621A,Nome não encontrado
Proteína vegetal,g,-,-,BRC0621A,Nome não encontrado
Proteína animal,g,-,-,BRC0621A,Nome não encontrado
