componente,unidade,Valor por 100g,Colher sopa cheia (20 g),Concha cheia (130 g),codigo_alimento,nome_alimento
Energia,kJ,577,115,749,BRC1030B,Nome não encontrado
Energia,kcal,138,27,178,BRC1030B,Nome não encontrado
Umidade,g,"71,2","14,2","92,6",BRC1030B,Nome não encontrado
Carboidrato total,g,"18,0","3,60","23,4",BRC1030B,Nome não encontrado
Carboidrato disponível,g,"16,3","3,27","21,2",BRC1030B,Nome não encontrado
Proteína,g,"3,89","0,78","5,06",BRC1030B,Nome não encontrado
Lipídios,g,"5,93","1,19","7,71",BRC1030B,Nome não encontrado
Fibra alimentar,g,"1,66","0,33","2,15",BRC1030B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC1030B,Nome não encontrado
Cinzas,g,"0,99","0,20","1,29",BRC1030B,Nome não encontrado
Colesterol,mg,"13,3","2,66","17,3",BRC1030B,Nome não encontrado
Ácidos graxos saturados,g,"2,54","0,51","3,30",BRC1030B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,42","0,28","1,84",BRC1030B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,33","0,07","0,43",BRC1030B,Nome não encontrado
Ácidos graxos trans,g,"0,16","0,03","0,21",BRC1030B,Nome não encontrado
Cálcio,mg,"21,5","4,30","28,0",BRC1030B,Nome não encontrado
Ferro,mg,"0,52","0,10","0,67",BRC1030B,Nome não encontrado
Sódio,mg,227,"45,5",295,BRC1030B,Nome não encontrado
Magnésio,mg,"10,9","2,19","14,2",BRC1030B,Nome não encontrado
Fósforo,mg,"73,4","14,7","95,4",BRC1030B,Nome não encontrado
Potássio,mg,"92,7","18,5",120,BRC1030B,Nome não encontrado
Manganês,mg,"0,10","0,02","0,14",BRC1030B,Nome não encontrado
Zinco,mg,"0,30","0,06","0,38",BRC1030B,Nome não encontrado
Cobre,mg,"0,05","0,01","0,06",BRC1030B,Nome não encontrado
Selênio,mcg,"0,64","0,13","0,84",BRC1030B,Nome não encontrado
Vitamina A (RE),mcg,"70,4","14,1","91,6",BRC1030B,Nome não encontrado
Vitamina A (RAE),mcg,"49,1","9,81","63,8",BRC1030B,Nome não encontrado
Vitamina D,mcg,"0,21","0,04","0,27",BRC1030B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,28","0,06","0,36",BRC1030B,Nome não encontrado
Tiamina,mg,"0,10","0,02","0,14",BRC1030B,Nome não encontrado
Riboflavina,mg,"0,02","0,00","0,02",BRC1030B,Nome não encontrado
Niacina,mg,"0,03","0,01","0,04",BRC1030B,Nome não encontrado
Vitamina B6,mg,"0,02","0,00","0,03",BRC1030B,Nome não encontrado
Vitamina B12,mcg,"0,02","0,00","0,03",BRC1030B,Nome não encontrado
Vitamina C,mg,"0,49","0,10","0,63",BRC1030B,Nome não encontrado
Equivalente de folato,mcg,"23,2","4,64","30,2",BRC1030B,Nome não encontrado
Sal de adição,g,,,,BRC1030B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC1030B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC1030B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC1030B,Nome não encontrado
Proteína animal,g,-,-,-,BRC1030B,Nome não encontrado
