componente,unidade,Valor por 100g,Colher servir cheia (55 g),Colher servir rasa (40 g),codigo_alimento,nome_alimento
Energia,kJ,592,325,236,BRC0513A,Nome não encontrado
Energia,kcal,141,77,56,BRC0513A,Nome não encontrado
Umidade,g,"68,9","37,9","27,6",BRC0513A,Nome não encontrado
Carboidrato total,g,"21,3","11,7","8,51",BRC0513A,Nome não encontrado
Carboidrato disponível,g,"19,9","10,9","7,96",BRC0513A,Nome não encontrado
Proteína,g,"4,52","2,49","1,81",BRC0513A,Nome não encontrado
Lipídios,g,"4,47","2,46","1,79",BRC0513A,Nome não encontrado
Fibra alimentar,g,"1,37","0,75","0,55",BRC0513A,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0513A,Nome não encontrado
Cinzas,g,"0,82","0,45","0,33",BRC0513A,Nome não encontrado
Colesterol,mg,"40,8","22,4","16,3",BRC0513A,Nome não encontrado
Ácidos graxos saturados,g,"0,96","0,53","0,38",BRC0513A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,21","0,67","0,49",BRC0513A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,81","0,99","0,72",BRC0513A,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,01","0,01",BRC0513A,Nome não encontrado
Cálcio,mg,"13,2","7,23","5,26",BRC0513A,Nome não encontrado
Ferro,mg,"0,55","0,30","0,22",BRC0513A,Nome não encontrado
Sódio,mg,135,"74,5","54,2",BRC0513A,Nome não encontrado
Magnésio,mg,"20,9","11,5","8,35",BRC0513A,Nome não encontrado
Fósforo,mg,"69,0","37,9","27,6",BRC0513A,Nome não encontrado
Potássio,mg,122,"67,2","48,9",BRC0513A,Nome não encontrado
Manganês,mg,"0,68","0,38","0,27",BRC0513A,Nome não encontrado
Zinco,mg,"0,71","0,39","0,28",BRC0513A,Nome não encontrado
Cobre,mg,"0,13","0,07","0,05",BRC0513A,Nome não encontrado
Selênio,mcg,"3,41","1,88","1,36",BRC0513A,Nome não encontrado
Vitamina A (RE),mcg,"98,3","54,1","39,3",BRC0513A,Nome não encontrado
Vitamina A (RAE),mcg,"57,7","31,8","23,1",BRC0513A,Nome não encontrado
Vitamina D,mcg,"0,24","0,13","0,10",BRC0513A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,57","0,31","0,23",BRC0513A,Nome não encontrado
Tiamina,mg,"0,07","0,04","0,03",BRC0513A,Nome não encontrado
Riboflavina,mg,"0,06","0,03","0,02",BRC0513A,Nome não encontrado
Niacina,mg,"0,45","0,25","0,18",BRC0513A,Nome não encontrado
Vitamina B6,mg,"0,03","0,02","0,01",BRC0513A,Nome não encontrado
Vitamina B12,mcg,"0,12","0,06","0,05",BRC0513A,Nome não encontrado
Vitamina C,mg,"1,76","0,97","0,70",BRC0513A,Nome não encontrado
Equivalente de folato,mcg,"7,91","4,35","3,16",BRC0513A,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0513A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0513A,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0513A,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0513A,Nome não encontrado
Proteína animal,g,-,-,-,BRC0513A,Nome não encontrado
