componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,453,249,BRC0128N,Nome não encontrado
Energia,kcal,108,59,BRC0128N,Nome não encontrado
Umidade,g,"79,4","43,6",BRC0128N,Nome não encontrado
Carboidrato total,g,"3,98","2,19",BRC0128N,Nome não encontrado
Carboidrato disponível,g,"3,15","1,73",BRC0128N,Nome não encontrado
Proteína,g,"10,3","5,65",BRC0128N,Nome não encontrado
Lipídios,g,"5,89","3,24",BRC0128N,Nome não encontrado
Fibra alimentar,g,"0,83","0,46",BRC0128N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0128N,Nome não encontrado
Cinzas,g,"0,50","0,28",BRC0128N,Nome não encontrado
Colesterol,mg,"38,1","21,0",BRC0128N,Nome não encontrado
Ácidos graxos saturados,g,"2,24","1,23",BRC0128N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,77","1,52",BRC0128N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,36","0,20",BRC0128N,Nome não encontrado
Ácidos graxos trans,g,"0,11","0,06",BRC0128N,Nome não encontrado
Cálcio,mg,"8,11","4,46",BRC0128N,Nome não encontrado
Ferro,mg,"0,94","0,52",BRC0128N,Nome não encontrado
Sódio,mg,"21,7","11,9",BRC0128N,Nome não encontrado
Magnésio,mg,"8,84","4,86",BRC0128N,Nome não encontrado
Fósforo,mg,"70,1","38,6",BRC0128N,Nome não encontrado
Potássio,mg,193,106,BRC0128N,Nome não encontrado
Manganês,mg,"0,03","0,02",BRC0128N,Nome não encontrado
Zinco,mg,"2,88","1,58",BRC0128N,Nome não encontrado
Cobre,mg,"0,05","0,02",BRC0128N,Nome não encontrado
Selênio,mcg,"0,21","0,12",BRC0128N,Nome não encontrado
Vitamina A (RE),mcg,141,"78,1",BRC0128N,Nome não encontrado
Vitamina A (RAE),mcg,"71,2","39,1",BRC0128N,Nome não encontrado
Vitamina D,mcg,"0,97","0,53",BRC0128N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,62","0,34",BRC0128N,Nome não encontrado
Tiamina,mg,"0,02","0,01",BRC0128N,Nome não encontrado
Riboflavina,mg,"0,01","0,01",BRC0128N,Nome não encontrado
Niacina,mg,"0,98","0,54",BRC0128N,Nome não encontrado
Vitamina B6,mg,"0,06","0,03",BRC0128N,Nome não encontrado
Vitamina B12,mcg,"0,94","0,52",BRC0128N,Nome não encontrado
Vitamina C,mg,"1,02","0,56",BRC0128N,Nome não encontrado
Equivalente de folato,mcg,"5,58","3,07",BRC0128N,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0128N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0128N,Nome não encontrado
Gordura de adição,g,-,-,BRC0128N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0128N,Nome não encontrado
Proteína animal,g,-,-,BRC0128N,Nome não encontrado
