componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,387,212,BRC0171N,Nome não encontrado
Energia,kcal,93,50,BRC0171N,Nome não encontrado
Umidade,g,"82,2","45,2",BRC0171N,Nome não encontrado
Carboidrato total,g,"7,45","4,10",BRC0171N,Nome não encontrado
Carboidrato disponível,g,"6,75","3,71",BRC0171N,Nome não encontrado
Proteína,g,"4,39","2,41",BRC0171N,Nome não encontrado
Lipídios,g,"5,19","2,85",BRC0171N,Nome não encontrado
Fibra alimentar,g,"0,70","0,38",BRC0171N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0171N,Nome não encontrado
Cinzas,g,"0,81","0,44",BRC0171N,Nome não encontrado
Colesterol,mg,117,"64,5",BRC0171N,Nome não encontrado
Ácidos graxos saturados,g,"1,27","0,70",BRC0171N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,66","0,91",BRC0171N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,70","0,94",BRC0171N,Nome não encontrado
Ácidos graxos trans,g,"0,02","0,01",BRC0171N,Nome não encontrado
Cálcio,mg,"20,0","11,0",BRC0171N,Nome não encontrado
Ferro,mg,"0,55","0,30",BRC0171N,Nome não encontrado
Sódio,mg,179,"98,7",BRC0171N,Nome não encontrado
Magnésio,mg,"12,0","6,62",BRC0171N,Nome não encontrado
Fósforo,mg,"65,1","35,8",BRC0171N,Nome não encontrado
Potássio,mg,"85,4","47,0",BRC0171N,Nome não encontrado
Manganês,mg,"0,24","0,13",BRC0171N,Nome não encontrado
Zinco,mg,"0,52","0,29",BRC0171N,Nome não encontrado
Cobre,mg,"0,06","0,03",BRC0171N,Nome não encontrado
Selênio,mcg,"5,26","2,89",BRC0171N,Nome não encontrado
Vitamina A (RE),mcg,"32,3","17,8",BRC0171N,Nome não encontrado
Vitamina A (RAE),mcg,"16,4","9,00",BRC0171N,Nome não encontrado
Vitamina D,mcg,"0,58","0,32",BRC0171N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,38","0,21",BRC0171N,Nome não encontrado
Tiamina,mg,"0,03","0,02",BRC0171N,Nome não encontrado
Riboflavina,mg,"0,08","0,05",BRC0171N,Nome não encontrado
Niacina,mg,"0,09","0,05",BRC0171N,Nome não encontrado
Vitamina B6,mg,"0,02","0,01",BRC0171N,Nome não encontrado
Vitamina B12,mcg,"0,30","0,16",BRC0171N,Nome não encontrado
Vitamina C,mg,"0,78","0,43",BRC0171N,Nome não encontrado
Equivalente de folato,mcg,"18,8","10,3",BRC0171N,Nome não encontrado
Sal de adição,g,"0,25","0,14",BRC0171N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0171N,Nome não encontrado
Gordura de adição,g,-,-,BRC0171N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0171N,Nome não encontrado
Proteína animal,g,-,-,BRC0171N,Nome não encontrado
