componente,unidade,Valor por 100g,Colher servir cheia (55 g),Colher servir rasa (40 g),codigo_alimento,nome_alimento
Energia,kJ,439,241,175,BRC0997A,Nome não encontrado
Energia,kcal,104,57,41,BRC0997A,Nome não encontrado
Umidade,g,"75,4","41,4","30,1",BRC0997A,Nome não encontrado
Carboidrato total,g,"18,6","10,2","7,45",BRC0997A,Nome não encontrado
Carboidrato disponível,g,"17,0","9,36","6,81",BRC0997A,Nome não encontrado
Proteína,g,"2,58","1,42","1,03",BRC0997A,Nome não encontrado
Lipídios,g,"2,51","1,38","1,01",BRC0997A,Nome não encontrado
Fibra alimentar,g,"1,61","0,89","0,64",BRC0997A,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0997A,Nome não encontrado
Cinzas,g,"0,91","0,50","0,37",BRC0997A,Nome não encontrado
Colesterol,mg,"3,09","1,70","1,24",BRC0997A,Nome não encontrado
Ácidos graxos saturados,g,"0,85","0,47","0,34",BRC0997A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,73","0,40","0,29",BRC0997A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,87","0,48","0,35",BRC0997A,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,00","0,00",BRC0997A,Nome não encontrado
Cálcio,mg,"29,1","16,0","11,6",BRC0997A,Nome não encontrado
Ferro,mg,"0,11","0,06","0,04",BRC0997A,Nome não encontrado
Sódio,mg,204,112,"81,6",BRC0997A,Nome não encontrado
Magnésio,mg,"19,1","10,5","7,64",BRC0997A,Nome não encontrado
Fósforo,mg,"52,6","28,9","21,0",BRC0997A,Nome não encontrado
Potássio,mg,"67,5","37,1","27,0",BRC0997A,Nome não encontrado
Manganês,mg,"0,18","0,10","0,07",BRC0997A,Nome não encontrado
Zinco,mg,"0,30","0,16","0,12",BRC0997A,Nome não encontrado
Cobre,mg,"0,02","0,01","0,01",BRC0997A,Nome não encontrado
Selênio,mcg,"1,79","0,99","0,72",BRC0997A,Nome não encontrado
Vitamina A (RE),mcg,"12,4","6,82","4,96",BRC0997A,Nome não encontrado
Vitamina A (RAE),mcg,"12,2","6,71","4,88",BRC0997A,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0997A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,30","0,16","0,12",BRC0997A,Nome não encontrado
Tiamina,mg,"0,06","0,03","0,02",BRC0997A,Nome não encontrado
Riboflavina,mg,"0,06","0,03","0,02",BRC0997A,Nome não encontrado
Niacina,mg,"0,36","0,20","0,14",BRC0997A,Nome não encontrado
Vitamina B6,mg,"0,06","0,03","0,02",BRC0997A,Nome não encontrado
Vitamina B12,mcg,"0,08","0,05","0,03",BRC0997A,Nome não encontrado
Vitamina C,mg,"0,41","0,22","0,16",BRC0997A,Nome não encontrado
Equivalente de folato,mcg,"3,44","1,89","1,38",BRC0997A,Nome não encontrado
Sal de adição,g,"0,47","0,26","0,19",BRC0997A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0997A,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0997A,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0997A,Nome não encontrado
Proteína animal,g,-,-,-,BRC0997A,Nome não encontrado
