componente,unidade,Valor por 100g,Colher servir cheia (55 g),Colher servir rasa (40 g),codigo_alimento,nome_alimento
Energia,kJ,522,287,208,BRC0929A,Nome não encontrado
Energia,kcal,124,68,49,BRC0929A,Nome não encontrado
Umidade,g,"70,6","38,8","28,2",BRC0929A,Nome não encontrado
Carboidrato total,g,"24,2","13,3","9,69",BRC0929A,Nome não encontrado
Carboidrato disponível,g,"23,1","12,7","9,24",BRC0929A,Nome não encontrado
Proteína,g,"1,97","1,08","0,79",BRC0929A,Nome não encontrado
Lipídios,g,"2,35","1,29","0,94",BRC0929A,Nome não encontrado
Fibra alimentar,g,"1,13","0,62","0,45",BRC0929A,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0929A,Nome não encontrado
Cinzas,g,"0,82","0,45","0,33",BRC0929A,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0929A,Nome não encontrado
Ácidos graxos saturados,g,"0,44","0,24","0,17",BRC0929A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,51","0,28","0,20",BRC0929A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,26","0,69","0,50",BRC0929A,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,01","0,00",BRC0929A,Nome não encontrado
Cálcio,mg,"10,7","5,91","4,30",BRC0929A,Nome não encontrado
Ferro,mg,"0,50","0,27","0,20",BRC0929A,Nome não encontrado
Sódio,mg,191,105,"76,5",BRC0929A,Nome não encontrado
Magnésio,mg,"21,3","11,7","8,50",BRC0929A,Nome não encontrado
Fósforo,mg,"18,6","10,2","7,45",BRC0929A,Nome não encontrado
Potássio,mg,"32,7","18,0","13,1",BRC0929A,Nome não encontrado
Manganês,mg,"0,83","0,46","0,33",BRC0929A,Nome não encontrado
Zinco,mg,"0,40","0,22","0,16",BRC0929A,Nome não encontrado
Cobre,mg,"0,13","0,07","0,05",BRC0929A,Nome não encontrado
Selênio,mcg,"1,39","0,76","0,56",BRC0929A,Nome não encontrado
Vitamina A (RE),mcg,"9,24","5,08","3,69",BRC0929A,Nome não encontrado
Vitamina A (RAE),mcg,"9,24","5,08","3,69",BRC0929A,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0929A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,17","0,09","0,07",BRC0929A,Nome não encontrado
Tiamina,mg,"0,01","0,00","0,00",BRC0929A,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0929A,Nome não encontrado
Niacina,mg,"0,05","0,02","0,02",BRC0929A,Nome não encontrado
Vitamina B6,mg,"0,03","0,01","0,01",BRC0929A,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0929A,Nome não encontrado
Vitamina C,mg,"0,95","0,52","0,38",BRC0929A,Nome não encontrado
Equivalente de folato,mcg,"6,99","3,84","2,80",BRC0929A,Nome não encontrado
Sal de adição,g,"0,47","0,26","0,19",BRC0929A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0929A,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0929A,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0929A,Nome não encontrado
Proteína animal,g,-,-,-,BRC0929A,Nome não encontrado
