componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (100 g),codigo_alimento,nome_alimento
Energia,kJ,283,283,BRC0019G,Nome não encontrado
Energia,kcal,67,67,BRC0019G,Nome não encontrado
Umidade,g,"85,1","85,1",BRC0019G,Nome não encontrado
Carboidrato total,g,"9,43","9,43",BRC0019G,Nome não encontrado
Carboidrato disponível,g,"8,72","8,72",BRC0019G,Nome não encontrado
Proteína,g,"2,53","2,53",BRC0019G,Nome não encontrado
Lipídios,g,"2,34","2,34",BRC0019G,Nome não encontrado
Fibra alimentar,g,"0,72","0,72",BRC0019G,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0019G,Nome não encontrado
Cinzas,g,"0,64","0,64",BRC0019G,Nome não encontrado
Colesterol,mg,"8,40","8,40",BRC0019G,Nome não encontrado
Ácidos graxos saturados,g,"1,40","1,40",BRC0019G,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,60","0,60",BRC0019G,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,10","0,10",BRC0019G,Nome não encontrado
Ácidos graxos trans,g,"0,06","0,06",BRC0019G,Nome não encontrado
Cálcio,mg,"88,7","88,7",BRC0019G,Nome não encontrado
Ferro,mg,"0,31","0,31",BRC0019G,Nome não encontrado
Sódio,mg,"41,3","41,3",BRC0019G,Nome não encontrado
Magnésio,mg,"7,38","7,38",BRC0019G,Nome não encontrado
Fósforo,mg,"52,9","52,9",BRC0019G,Nome não encontrado
Potássio,mg,"85,3","85,3",BRC0019G,Nome não encontrado
Manganês,mg,traços,traços,BRC0019G,Nome não encontrado
Zinco,mg,"0,30","0,30",BRC0019G,Nome não encontrado
Cobre,mg,"0,01","0,01",BRC0019G,Nome não encontrado
Selênio,mcg,"1,73","1,73",BRC0019G,Nome não encontrado
Vitamina A (RE),mcg,"26,7","26,7",BRC0019G,Nome não encontrado
Vitamina A (RAE),mcg,"26,4","26,4",BRC0019G,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0019G,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,10","0,10",BRC0019G,Nome não encontrado
Tiamina,mg,"0,02","0,02",BRC0019G,Nome não encontrado
Riboflavina,mg,"0,10","0,10",BRC0019G,Nome não encontrado
Niacina,mg,"0,38","0,38",BRC0019G,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0019G,Nome não encontrado
Vitamina B12,mcg,"0,30","0,30",BRC0019G,Nome não encontrado
Vitamina C,mg,traços,traços,BRC0019G,Nome não encontrado
Equivalente de folato,mcg,"5,77","5,77",BRC0019G,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0019G,Nome não encontrado
Açúcar de adição,g,,,BRC0019G,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0019G,Nome não encontrado
Proteína vegetal,g,,,BRC0019G,Nome não encontrado
Proteína animal,g,,,BRC0019G,Nome não encontrado
