componente,unidade,Valor por 100g,Colher sopa cheia (20 g),codigo_alimento,nome_alimento
Energia,kJ,106,21,BRC1122B,Nome não encontrado
Energia,kcal,25,5,BRC1122B,Nome não encontrado
Umidade,g,"91,0","18,2",BRC1122B,Nome não encontrado
Carboidrato total,g,"6,20","1,24",BRC1122B,Nome não encontrado
Carboidrato disponível,g,"2,60","0,52",BRC1122B,Nome não encontrado
Proteína,g,"1,70","0,34",BRC1122B,Nome não encontrado
Lipídios,g,"0,10","0,02",BRC1122B,Nome não encontrado
Fibra alimentar,g,"3,60","0,72",BRC1122B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC1122B,Nome não encontrado
Cinzas,g,"1,00","0,20",BRC1122B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC1122B,Nome não encontrado
Ácidos graxos saturados,g,"0,13","0,03",BRC1122B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,01","0,00",BRC1122B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,05","0,01",BRC1122B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC1122B,Nome não encontrado
Cálcio,mg,"24,0","4,80",BRC1122B,Nome não encontrado
Ferro,mg,"0,40","0,08",BRC1122B,Nome não encontrado
Sódio,mg,"20,0","4,00",BRC1122B,Nome não encontrado
Magnésio,mg,"19,0","3,80",BRC1122B,Nome não encontrado
Fósforo,mg,"46,0","9,20",BRC1122B,Nome não encontrado
Potássio,mg,350,"70,0",BRC1122B,Nome não encontrado
Manganês,mg,"0,14","0,03",BRC1122B,Nome não encontrado
Zinco,mg,"0,03","0,01",BRC1122B,Nome não encontrado
Cobre,mg,"0,13","0,03",BRC1122B,Nome não encontrado
Selênio,mcg,"0,70","0,14",BRC1122B,Nome não encontrado
Vitamina A (RE),mcg,"4,00","0,80",BRC1122B,Nome não encontrado
Vitamina A (RAE),mcg,"2,00","0,40",BRC1122B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC1122B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,48","0,10",BRC1122B,Nome não encontrado
Tiamina,mg,"0,05","0,01",BRC1122B,Nome não encontrado
Riboflavina,mg,"0,02","0,00",BRC1122B,Nome não encontrado
Niacina,mg,"0,40","0,08",BRC1122B,Nome não encontrado
Vitamina B6,mg,"0,15","0,03",BRC1122B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC1122B,Nome não encontrado
Vitamina C,mg,"62,0","12,4",BRC1122B,Nome não encontrado
Equivalente de folato,mcg,"16,0","3,20",BRC1122B,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC1122B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC1122B,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC1122B,Nome não encontrado
Proteína vegetal,g,"1,70","0,34",BRC1122B,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC1122B,Nome não encontrado
