componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (110 g),codigo_alimento,nome_alimento
Energia,kJ,771,847,BRC0602F,Nome não encontrado
Energia,kcal,184,202,BRC0602F,Nome não encontrado
Umidade,g,"62,5","68,8",BRC0602F,Nome não encontrado
Carboidrato total,g,"1,34","1,47",BRC0602F,Nome não encontrado
Carboidrato disponível,g,"0,83","0,91",BRC0602F,Nome não encontrado
Proteína,g,"26,6","29,3",BRC0602F,Nome não encontrado
Lipídios,g,"8,12","8,93",BRC0602F,Nome não encontrado
Fibra alimentar,g,"0,51","0,56",BRC0602F,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0602F,Nome não encontrado
Cinzas,g,"1,40","1,54",BRC0602F,Nome não encontrado
Colesterol,mg,"82,3","90,5",BRC0602F,Nome não encontrado
Ácidos graxos saturados,g,"3,76","4,14",BRC0602F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,72","2,99",BRC0602F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,78","0,86",BRC0602F,Nome não encontrado
Ácidos graxos trans,g,"0,13","0,14",BRC0602F,Nome não encontrado
Cálcio,mg,"5,77","6,35",BRC0602F,Nome não encontrado
Ferro,mg,"2,39","2,63",BRC0602F,Nome não encontrado
Sódio,mg,127,139,BRC0602F,Nome não encontrado
Magnésio,mg,"25,8","28,4",BRC0602F,Nome não encontrado
Fósforo,mg,254,279,BRC0602F,Nome não encontrado
Potássio,mg,322,354,BRC0602F,Nome não encontrado
Manganês,mg,"0,04","0,04",BRC0602F,Nome não encontrado
Zinco,mg,"3,36","3,69",BRC0602F,Nome não encontrado
Cobre,mg,"0,14","0,15",BRC0602F,Nome não encontrado
Selênio,mcg,"6,43","7,08",BRC0602F,Nome não encontrado
Vitamina A (RE),mcg,"27,3","30,1",BRC0602F,Nome não encontrado
Vitamina A (RAE),mcg,"13,7","15,0",BRC0602F,Nome não encontrado
Vitamina D,mcg,"0,10","0,11",BRC0602F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,52","0,57",BRC0602F,Nome não encontrado
Tiamina,mg,"0,05","0,05",BRC0602F,Nome não encontrado
Riboflavina,mg,"0,07","0,08",BRC0602F,Nome não encontrado
Niacina,mg,"3,41","3,75",BRC0602F,Nome não encontrado
Vitamina B6,mg,"0,05","0,06",BRC0602F,Nome não encontrado
Vitamina B12,mcg,"1,09","1,19",BRC0602F,Nome não encontrado
Vitamina C,mg,"4,07","4,48",BRC0602F,Nome não encontrado
Equivalente de folato,mcg,"17,0","18,7",BRC0602F,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0602F,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0602F,Nome não encontrado
Gordura de adição,g,-,-,BRC0602F,Nome não encontrado
Proteína vegetal,g,-,-,BRC0602F,Nome não encontrado
Proteína animal,g,-,-,BRC0602F,Nome não encontrado
