componente,unidade,Valor por 100g,Colher sopa rasa (15 g),codigo_alimento,nome_alimento
Energia,kJ,1036,155,BRC0069L,Nome não encontrado
Energia,kcal,250,37,BRC0069L,Nome não encontrado
Umidade,g,"49,2","7,37",BRC0069L,Nome não encontrado
Carboidrato total,g,"20,7","3,11",BRC0069L,Nome não encontrado
Carboidrato disponível,g,"18,3","2,75",BRC0069L,Nome não encontrado
Proteína,g,"4,36","0,65",BRC0069L,Nome não encontrado
Lipídios,g,"20,1","3,01",BRC0069L,Nome não encontrado
Fibra alimentar,g,"2,37","0,36",BRC0069L,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0069L,Nome não encontrado
Cinzas,g,"5,68","0,85",BRC0069L,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0069L,Nome não encontrado
Ácidos graxos saturados,g,"2,98","0,45",BRC0069L,Nome não encontrado
Ácidos graxos monoinsaturados,g,"7,95","1,19",BRC0069L,Nome não encontrado
Ácidos graxos poliinsaturados,g,"8,67","1,30",BRC0069L,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0069L,Nome não encontrado
Cálcio,mg,167,"25,2",BRC0069L,Nome não encontrado
Ferro,mg,"1,17","0,18",BRC0069L,Nome não encontrado
Sódio,mg,2005,300,BRC0069L,Nome não encontrado
Magnésio,mg,"75,5","11,3",BRC0069L,Nome não encontrado
Fósforo,mg,156,"23,5",BRC0069L,Nome não encontrado
Potássio,mg,119,"17,9",BRC0069L,Nome não encontrado
Manganês,mg,"0,54","0,08",BRC0069L,Nome não encontrado
Zinco,mg,"1,16","0,17",BRC0069L,Nome não encontrado
Cobre,mg,"0,30","0,05",BRC0069L,Nome não encontrado
Selênio,mcg,"7,01","1,05",BRC0069L,Nome não encontrado
Vitamina A (RE),mcg,"0,17","0,03",BRC0069L,Nome não encontrado
Vitamina A (RAE),mcg,"0,08","0,01",BRC0069L,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0069L,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,19","0,03",BRC0069L,Nome não encontrado
Tiamina,mg,"0,19","0,03",BRC0069L,Nome não encontrado
Riboflavina,mg,"0,01","0,00",BRC0069L,Nome não encontrado
Niacina,mg,"1,35","0,20",BRC0069L,Nome não encontrado
Vitamina B6,mg,"0,04","0,01",BRC0069L,Nome não encontrado
Vitamina B12,mcg,"0,06","0,01",BRC0069L,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0069L,Nome não encontrado
Equivalente de folato,mcg,"19,6","2,94",BRC0069L,Nome não encontrado
Sal de adição,g,"5,00","0,75",BRC0069L,Nome não encontrado
Açúcar de adição,g,"10,00","1,50",BRC0069L,Nome não encontrado
Gordura de adição,g,-,-,BRC0069L,Nome não encontrado
Proteína vegetal,g,-,-,BRC0069L,Nome não encontrado
Proteína animal,g,-,-,BRC0069L,Nome não encontrado
