componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,308,169,BRC0386N,Nome não encontrado
Energia,kcal,75,41,BRC0386N,Nome não encontrado
Umidade,g,"81,2","44,7",BRC0386N,Nome não encontrado
Carboidrato total,g,"4,36","2,40",BRC0386N,Nome não encontrado
Carboidrato disponível,g,"2,76","1,52",BRC0386N,Nome não encontrado
Proteína,g,"12,2","6,72",BRC0386N,Nome não encontrado
Lipídios,g,"1,34","0,74",BRC0386N,Nome não encontrado
Fibra alimentar,g,"1,59","0,88",BRC0386N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0386N,Nome não encontrado
Cinzas,g,"0,88","0,48",BRC0386N,Nome não encontrado
Colesterol,mg,"31,7","17,4",BRC0386N,Nome não encontrado
Ácidos graxos saturados,g,"0,42","0,23",BRC0386N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,45","0,25",BRC0386N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,29","0,16",BRC0386N,Nome não encontrado
Ácidos graxos trans,g,"0,02","0,01",BRC0386N,Nome não encontrado
Cálcio,mg,"7,88","4,34",BRC0386N,Nome não encontrado
Ferro,mg,"0,32","0,18",BRC0386N,Nome não encontrado
Sódio,mg,113,"62,3",BRC0386N,Nome não encontrado
Magnésio,mg,"10,0","5,52",BRC0386N,Nome não encontrado
Fósforo,mg,103,"56,7",BRC0386N,Nome não encontrado
Potássio,mg,151,"83,4",BRC0386N,Nome não encontrado
Manganês,mg,"0,10","0,05",BRC0386N,Nome não encontrado
Zinco,mg,"0,50","0,28",BRC0386N,Nome não encontrado
Cobre,mg,"0,04","0,02",BRC0386N,Nome não encontrado
Selênio,mcg,"4,53","2,49",BRC0386N,Nome não encontrado
Vitamina A (RE),mcg,143,"79,2",BRC0386N,Nome não encontrado
Vitamina A (RAE),mcg,"72,2","39,7",BRC0386N,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0386N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,91","1,05",BRC0386N,Nome não encontrado
Tiamina,mg,"0,07","0,04",BRC0386N,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0386N,Nome não encontrado
Niacina,mg,"2,82","1,55",BRC0386N,Nome não encontrado
Vitamina B6,mg,"0,03","0,01",BRC0386N,Nome não encontrado
Vitamina B12,mcg,"0,05","0,03",BRC0386N,Nome não encontrado
Vitamina C,mg,"2,57","1,41",BRC0386N,Nome não encontrado
Equivalente de folato,mcg,"9,26","5,09",BRC0386N,Nome não encontrado
Sal de adição,g,"0,25","0,14",BRC0386N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0386N,Nome não encontrado
Gordura de adição,g,-,-,BRC0386N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0386N,Nome não encontrado
Proteína animal,g,-,-,BRC0386N,Nome não encontrado
