componente,unidade,Valor por 100g,Colher servir cheia (55 g),Colher servir rasa (40 g),codigo_alimento,nome_alimento
Energia,kJ,491,269,196,BRC0524A,Nome não encontrado
Energia,kcal,118,64,47,BRC0524A,Nome não encontrado
Umidade,g,"71,7","39,4","28,7",BRC0524A,Nome não encontrado
Carboidrato total,g,"22,3","12,3","8,94",BRC0524A,Nome não encontrado
Carboidrato disponível,g,"20,2","11,1","8,09",BRC0524A,Nome não encontrado
Proteína,g,"2,47","1,36","0,99",BRC0524A,Nome não encontrado
Lipídios,g,"2,50","1,38","1,00",BRC0524A,Nome não encontrado
Fibra alimentar,g,"2,11","1,16","0,84",BRC0524A,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0524A,Nome não encontrado
Cinzas,g,"1,01","0,56","0,40",BRC0524A,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0524A,Nome não encontrado
Ácidos graxos saturados,g,"0,47","0,26","0,19",BRC0524A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,56","0,31","0,23",BRC0524A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,33","0,73","0,53",BRC0524A,Nome não encontrado
Ácidos graxos trans,g,"0,02","0,01","0,01",BRC0524A,Nome não encontrado
Cálcio,mg,"11,4","6,29","4,58",BRC0524A,Nome não encontrado
Ferro,mg,"0,44","0,24","0,18",BRC0524A,Nome não encontrado
Sódio,mg,239,131,"96,0",BRC0524A,Nome não encontrado
Magnésio,mg,"21,2","11,7","8,48",BRC0524A,Nome não encontrado
Fósforo,mg,"33,6","18,5","13,4",BRC0524A,Nome não encontrado
Potássio,mg,"99,9","55,0","40,0",BRC0524A,Nome não encontrado
Manganês,mg,"0,65","0,36","0,26",BRC0524A,Nome não encontrado
Zinco,mg,"0,49","0,27","0,20",BRC0524A,Nome não encontrado
Cobre,mg,"0,12","0,07","0,05",BRC0524A,Nome não encontrado
Selênio,mcg,"1,16","0,64","0,47",BRC0524A,Nome não encontrado
Vitamina A (RE),mcg,"73,3","40,3","29,3",BRC0524A,Nome não encontrado
Vitamina A (RAE),mcg,"36,7","20,2","14,7",BRC0524A,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0524A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,44","0,24","0,18",BRC0524A,Nome não encontrado
Tiamina,mg,"0,02","0,01","0,01",BRC0524A,Nome não encontrado
Riboflavina,mg,"0,01","0,00","0,00",BRC0524A,Nome não encontrado
Niacina,mg,"0,43","0,24","0,17",BRC0524A,Nome não encontrado
Vitamina B6,mg,"0,03","0,01","0,01",BRC0524A,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0524A,Nome não encontrado
Vitamina C,mg,"4,07","2,24","1,63",BRC0524A,Nome não encontrado
Equivalente de folato,mcg,"17,4","9,58","6,96",BRC0524A,Nome não encontrado
Sal de adição,g,"0,47","0,26","0,19",BRC0524A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0524A,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0524A,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0524A,Nome não encontrado
Proteína animal,g,-,-,-,BRC0524A,Nome não encontrado
