componente,unidade,Valor por 100g,Colher sopa cheia (25 g),codigo_alimento,nome_alimento
Energia,kJ,88,22,BRC0213B,Nome não encontrado
Energia,kcal,21,5,BRC0213B,Nome não encontrado
Umidade,g,"93,2","23,3",BRC0213B,Nome não encontrado
Carboidrato total,g,"4,70","1,18",BRC0213B,Nome não encontrado
Carboidrato disponível,g,"3,65","0,91",BRC0213B,Nome não encontrado
Proteína,g,"0,84","0,21",BRC0213B,Nome não encontrado
Lipídios,g,"0,08","0,02",BRC0213B,Nome não encontrado
Fibra alimentar,g,"1,06","0,27",BRC0213B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0213B,Nome não encontrado
Cinzas,g,"1,18","0,30",BRC0213B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0213B,Nome não encontrado
Ácidos graxos saturados,g,"0,02","0,01",BRC0213B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,01","0,00",BRC0213B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,03","0,01",BRC0213B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0213B,Nome não encontrado
Cálcio,mg,"68,1","17,0",BRC0213B,Nome não encontrado
Ferro,mg,"0,59","0,15",BRC0213B,Nome não encontrado
Sódio,mg,"5,76","1,44",BRC0213B,Nome não encontrado
Magnésio,mg,"5,85","1,46",BRC0213B,Nome não encontrado
Fósforo,mg,"27,7","6,93",BRC0213B,Nome não encontrado
Potássio,mg,135,"33,8",BRC0213B,Nome não encontrado
Manganês,mg,"0,18","0,05",BRC0213B,Nome não encontrado
Zinco,mg,"0,12","0,03",BRC0213B,Nome não encontrado
Cobre,mg,"0,32","0,08",BRC0213B,Nome não encontrado
Selênio,mcg,"0,53","0,13",BRC0213B,Nome não encontrado
Vitamina A (RE),mcg,904,226,BRC0213B,Nome não encontrado
Vitamina A (RAE),mcg,451,112,BRC0213B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0213B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,12","0,03",BRC0213B,Nome não encontrado
Tiamina,mg,traços,traços,BRC0213B,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0213B,Nome não encontrado
Niacina,mg,traços,traços,BRC0213B,Nome não encontrado
Vitamina B6,mg,"0,14","0,04",BRC0213B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0213B,Nome não encontrado
Vitamina C,mg,"2,59","0,65",BRC0213B,Nome não encontrado
Equivalente de folato,mcg,"26,7","6,68",BRC0213B,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0213B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0213B,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0213B,Nome não encontrado
Proteína vegetal,g,"0,84","0,21",BRC0213B,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0213B,Nome não encontrado
