componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (30 g),codigo_alimento,nome_alimento
Energia,kJ,2779,833,BRC0013U,Nome não encontrado
Energia,kcal,673,201,BRC0013U,Nome não encontrado
Umidade,g,"2,52","0,76",BRC0013U,Nome não encontrado
Carboidrato total,g,"17,6","5,28",BRC0013U,Nome não encontrado
Carboidrato disponível,g,"8,20","2,46",BRC0013U,Nome não encontrado
Proteína,g,"15,0","4,51",BRC0013U,Nome não encontrado
Lipídios,g,"62,4","18,7",BRC0013U,Nome não encontrado
Fibra alimentar,g,"9,40","2,82",BRC0013U,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0013U,Nome não encontrado
Cinzas,g,"2,45","0,74",BRC0013U,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0013U,Nome não encontrado
Ácidos graxos saturados,g,"4,51","1,35",BRC0013U,Nome não encontrado
Ácidos graxos monoinsaturados,g,"46,6","14,0",BRC0013U,Nome não encontrado
Ácidos graxos poliinsaturados,g,"8,46","2,54",BRC0013U,Nome não encontrado
Ácidos graxos trans,g,,,BRC0013U,Nome não encontrado
Cálcio,mg,123,"36,9",BRC0013U,Nome não encontrado
Ferro,mg,"4,38","1,31",BRC0013U,Nome não encontrado
Sódio,mg,"0,00","0,00",BRC0013U,Nome não encontrado
Magnésio,mg,173,"51,9",BRC0013U,Nome não encontrado
Fósforo,mg,310,"93,0",BRC0013U,Nome não encontrado
Potássio,mg,755,226,BRC0013U,Nome não encontrado
Manganês,mg,"5,55","1,67",BRC0013U,Nome não encontrado
Zinco,mg,"2,50","0,75",BRC0013U,Nome não encontrado
Cobre,mg,"1,75","0,53",BRC0013U,Nome não encontrado
Selênio,mcg,"4,10","1,23",BRC0013U,Nome não encontrado
Vitamina A (RE),mcg,-,-,BRC0013U,Nome não encontrado
Vitamina A (RAE),mcg,-,-,BRC0013U,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0013U,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"15,3","4,58",BRC0013U,Nome não encontrado
Tiamina,mg,"0,34","0,10",BRC0013U,Nome não encontrado
Riboflavina,mg,"0,12","0,04",BRC0013U,Nome não encontrado
Niacina,mg,"2,05","0,62",BRC0013U,Nome não encontrado
Vitamina B6,mg,"0,62","0,19",BRC0013U,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0013U,Nome não encontrado
Vitamina C,mg,"3,80","1,14",BRC0013U,Nome não encontrado
Equivalente de folato,mcg,"88,0","26,4",BRC0013U,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0013U,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0013U,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0013U,Nome não encontrado
Proteína vegetal,g,"15,0","4,51",BRC0013U,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0013U,Nome não encontrado
