componente,unidade,Valor por 100g,Colher sopa rasa (30 g),codigo_alimento,nome_alimento
Energia,kJ,155,46,BRC0703B,Nome não encontrado
Energia,kcal,37,11,BRC0703B,Nome não encontrado
Umidade,g,"83,9","25,2",BRC0703B,Nome não encontrado
Carboidrato total,g,"4,89","1,47",BRC0703B,Nome não encontrado
Carboidrato disponível,g,"4,89","1,47",BRC0703B,Nome não encontrado
Proteína,g,"2,36","0,71",BRC0703B,Nome não encontrado
Lipídios,g,"0,86","0,26",BRC0703B,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0703B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0703B,Nome não encontrado
Cinzas,g,"8,04","2,41",BRC0703B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0703B,Nome não encontrado
Ácidos graxos saturados,g,"0,23","0,07",BRC0703B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,06","0,02",BRC0703B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,30","0,09",BRC0703B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0703B,Nome não encontrado
Cálcio,mg,"40,0","12,0",BRC0703B,Nome não encontrado
Ferro,mg,"1,67","0,50",BRC0703B,Nome não encontrado
Sódio,mg,2348,704,BRC0703B,Nome não encontrado
Magnésio,mg,"33,0","9,90",BRC0703B,Nome não encontrado
Fósforo,mg,"10,00","3,00",BRC0703B,Nome não encontrado
Potássio,mg,"40,0","12,0",BRC0703B,Nome não encontrado
Manganês,mg,"0,08","0,02",BRC0703B,Nome não encontrado
Zinco,mg,"0,32","0,10",BRC0703B,Nome não encontrado
Cobre,mg,"0,37","0,11",BRC0703B,Nome não encontrado
Selênio,mcg,"1,20","0,36",BRC0703B,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0703B,Nome não encontrado
Vitamina A (RAE),mcg,"7,00","2,10",BRC0703B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0703B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,88","0,26",BRC0703B,Nome não encontrado
Tiamina,mg,"0,02","0,01",BRC0703B,Nome não encontrado
Riboflavina,mg,"0,14","0,04",BRC0703B,Nome não encontrado
Niacina,mg,"0,65","0,20",BRC0703B,Nome não encontrado
Vitamina B6,mg,"0,02","0,01",BRC0703B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0703B,Nome não encontrado
Vitamina C,mg,"4,30","1,29",BRC0703B,Nome não encontrado
Equivalente de folato,mcg,"23,0","6,90",BRC0703B,Nome não encontrado
Sal de adição,g,,,BRC0703B,Nome não encontrado
Açúcar de adição,g,,,BRC0703B,Nome não encontrado
Gordura de adição,g,,,BRC0703B,Nome não encontrado
Proteína vegetal,g,"2,36","0,71",BRC0703B,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0703B,Nome não encontrado
