componente,unidade,Valor por 100g,Colher servir cheia (60 g),Colher servir rasa (40 g),codigo_alimento,nome_alimento
Energia,kJ,388,232,155,BRC0719B,Nome não encontrado
Energia,kcal,94,56,37,BRC0719B,Nome não encontrado
Umidade,g,"84,0","50,4","33,6",BRC0719B,Nome não encontrado
Carboidrato total,g,"5,53","3,32","2,21",BRC0719B,Nome não encontrado
Carboidrato disponível,g,"3,63","2,18","1,45",BRC0719B,Nome não encontrado
Proteína,g,"1,98","1,19","0,79",BRC0719B,Nome não encontrado
Lipídios,g,"7,51","4,50","3,00",BRC0719B,Nome não encontrado
Fibra alimentar,g,"1,90","1,14","0,76",BRC0719B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0719B,Nome não encontrado
Cinzas,g,"1,02","0,61","0,41",BRC0719B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0719B,Nome não encontrado
Ácidos graxos saturados,g,"1,18","0,71","0,47",BRC0719B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,71","1,03","0,68",BRC0719B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"4,37","2,62","1,75",BRC0719B,Nome não encontrado
Ácidos graxos trans,g,"0,04","0,02","0,01",BRC0719B,Nome não encontrado
Cálcio,mg,"35,0","21,0","14,0",BRC0719B,Nome não encontrado
Ferro,mg,"0,51","0,31","0,20",BRC0719B,Nome não encontrado
Sódio,mg,179,107,"71,8",BRC0719B,Nome não encontrado
Magnésio,mg,"16,9","10,2","6,77",BRC0719B,Nome não encontrado
Fósforo,mg,"53,1","31,9","21,2",BRC0719B,Nome não encontrado
Potássio,mg,243,146,"97,5",BRC0719B,Nome não encontrado
Manganês,mg,"0,17","0,10","0,07",BRC0719B,Nome não encontrado
Zinco,mg,"0,33","0,20","0,13",BRC0719B,Nome não encontrado
Cobre,mg,"0,07","0,04","0,03",BRC0719B,Nome não encontrado
Selênio,mcg,"0,24","0,14","0,10",BRC0719B,Nome não encontrado
Vitamina A (RE),mcg,"96,3","57,8","38,5",BRC0719B,Nome não encontrado
Vitamina A (RAE),mcg,"53,1","31,8","21,2",BRC0719B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0719B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,17","0,70","0,47",BRC0719B,Nome não encontrado
Tiamina,mg,"0,06","0,03","0,02",BRC0719B,Nome não encontrado
Riboflavina,mg,"0,07","0,04","0,03",BRC0719B,Nome não encontrado
Niacina,mg,"0,44","0,27","0,18",BRC0719B,Nome não encontrado
Vitamina B6,mg,"0,08","0,05","0,03",BRC0719B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0719B,Nome não encontrado
Vitamina C,mg,"20,7","12,4","8,28",BRC0719B,Nome não encontrado
Equivalente de folato,mcg,"22,8","13,7","9,10",BRC0719B,Nome não encontrado
Sal de adição,g,"0,47","0,28","0,19",BRC0719B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0719B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0719B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0719B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0719B,Nome não encontrado
