componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,403,221,BRC0216N,Nome não encontrado
Energia,kcal,96,52,BRC0216N,Nome não encontrado
Umidade,g,"79,6","43,8",BRC0216N,Nome não encontrado
Carboidrato total,g,"5,46","3,00",BRC0216N,Nome não encontrado
Carboidrato disponível,g,"4,53","2,49",BRC0216N,Nome não encontrado
Proteína,g,"10,2","5,61",BRC0216N,Nome não encontrado
Lipídios,g,"3,92","2,15",BRC0216N,Nome não encontrado
Fibra alimentar,g,"0,92","0,51",BRC0216N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0216N,Nome não encontrado
Cinzas,g,"0,82","0,45",BRC0216N,Nome não encontrado
Colesterol,mg,"38,1","21,0",BRC0216N,Nome não encontrado
Ácidos graxos saturados,g,"1,95","1,07",BRC0216N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,31","0,72",BRC0216N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,14","0,08",BRC0216N,Nome não encontrado
Ácidos graxos trans,g,"0,11","0,06",BRC0216N,Nome não encontrado
Cálcio,mg,"9,98","5,49",BRC0216N,Nome não encontrado
Ferro,mg,"0,98","0,54",BRC0216N,Nome não encontrado
Sódio,mg,121,"66,8",BRC0216N,Nome não encontrado
Magnésio,mg,"9,36","5,15",BRC0216N,Nome não encontrado
Fósforo,mg,"71,3","39,2",BRC0216N,Nome não encontrado
Potássio,mg,202,111,BRC0216N,Nome não encontrado
Manganês,mg,"0,06","0,03",BRC0216N,Nome não encontrado
Zinco,mg,"2,92","1,60",BRC0216N,Nome não encontrado
Cobre,mg,"0,06","0,04",BRC0216N,Nome não encontrado
Selênio,mcg,"0,24","0,13",BRC0216N,Nome não encontrado
Vitamina A (RE),mcg,150,"82,9",BRC0216N,Nome não encontrado
Vitamina A (RAE),mcg,"75,6","41,6",BRC0216N,Nome não encontrado
Vitamina D,mcg,"0,97","0,53",BRC0216N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,29","0,16",BRC0216N,Nome não encontrado
Tiamina,mg,"0,02","0,01",BRC0216N,Nome não encontrado
Riboflavina,mg,"0,01","0,01",BRC0216N,Nome não encontrado
Niacina,mg,"1,40","0,77",BRC0216N,Nome não encontrado
Vitamina B6,mg,"0,04","0,02",BRC0216N,Nome não encontrado
Vitamina B12,mcg,"0,94","0,52",BRC0216N,Nome não encontrado
Vitamina C,mg,"3,69","2,03",BRC0216N,Nome não encontrado
Equivalente de folato,mcg,"5,94","3,26",BRC0216N,Nome não encontrado
Sal de adição,g,"0,25","0,14",BRC0216N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0216N,Nome não encontrado
Gordura de adição,g,-,-,BRC0216N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0216N,Nome não encontrado
Proteína animal,g,-,-,BRC0216N,Nome não encontrado
