componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,343,188,BRC0111N,Nome não encontrado
Energia,kcal,82,45,BRC0111N,Nome não encontrado
Umidade,g,"80,6","44,3",BRC0111N,Nome não encontrado
Carboidrato total,g,"12,4","6,80",BRC0111N,Nome não encontrado
Carboidrato disponível,g,"8,48","4,67",BRC0111N,Nome não encontrado
Proteína,g,"3,33","1,83",BRC0111N,Nome não encontrado
Lipídios,g,"2,99","1,65",BRC0111N,Nome não encontrado
Fibra alimentar,g,"3,88","2,13",BRC0111N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0111N,Nome não encontrado
Cinzas,g,"0,74","0,41",BRC0111N,Nome não encontrado
Colesterol,mg,"1,21","0,66",BRC0111N,Nome não encontrado
Ácidos graxos saturados,g,"0,48","0,26",BRC0111N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,68","0,92",BRC0111N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,78","0,43",BRC0111N,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,00",BRC0111N,Nome não encontrado
Cálcio,mg,"21,1","11,6",BRC0111N,Nome não encontrado
Ferro,mg,"0,78","0,43",BRC0111N,Nome não encontrado
Sódio,mg,102,"56,6",BRC0111N,Nome não encontrado
Magnésio,mg,"23,7","13,1",BRC0111N,Nome não encontrado
Fósforo,mg,"56,7","31,2",BRC0111N,Nome não encontrado
Potássio,mg,181,"99,9",BRC0111N,Nome não encontrado
Manganês,mg,"0,20","0,11",BRC0111N,Nome não encontrado
Zinco,mg,"0,45","0,25",BRC0111N,Nome não encontrado
Cobre,mg,"0,12","0,06",BRC0111N,Nome não encontrado
Selênio,mcg,"0,42","0,23",BRC0111N,Nome não encontrado
Vitamina A (RE),mcg,"30,8","17,0",BRC0111N,Nome não encontrado
Vitamina A (RAE),mcg,"15,6","8,60",BRC0111N,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0111N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,58","0,32",BRC0111N,Nome não encontrado
Tiamina,mg,"0,03","0,02",BRC0111N,Nome não encontrado
Riboflavina,mg,"0,01","0,00",BRC0111N,Nome não encontrado
Niacina,mg,"0,32","0,17",BRC0111N,Nome não encontrado
Vitamina B6,mg,"0,01","0,01",BRC0111N,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0111N,Nome não encontrado
Vitamina C,mg,"0,68","0,38",BRC0111N,Nome não encontrado
Equivalente de folato,mcg,"63,8","35,1",BRC0111N,Nome não encontrado
Sal de adição,g,"0,25","0,14",BRC0111N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0111N,Nome não encontrado
Gordura de adição,g,-,-,BRC0111N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0111N,Nome não encontrado
Proteína animal,g,-,-,BRC0111N,Nome não encontrado
