componente,unidade,Valor por 100g,Colher sopa cheia (25 g),codigo_alimento,nome_alimento
Energia,kJ,47,11,BRC0017N,Nome não encontrado
Energia,kcal,11,2,BRC0017N,Nome não encontrado
Umidade,g,"97,2","24,3",BRC0017N,Nome não encontrado
Carboidrato total,g,"1,14","0,29",BRC0017N,Nome não encontrado
Carboidrato disponível,g,"1,14","0,29",BRC0017N,Nome não encontrado
Proteína,g,"1,55","0,39",BRC0017N,Nome não encontrado
Lipídios,g,"0,04","0,01",BRC0017N,Nome não encontrado
Fibra alimentar,g,,,BRC0017N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0017N,Nome não encontrado
Cinzas,g,"0,06","0,02",BRC0017N,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0017N,Nome não encontrado
Ácidos graxos saturados,g,"0,00","0,00",BRC0017N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,00","0,00",BRC0017N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,00","0,00",BRC0017N,Nome não encontrado
Ácidos graxos trans,g,,,BRC0017N,Nome não encontrado
Cálcio,mg,"1,59","0,40",BRC0017N,Nome não encontrado
Ferro,mg,"0,01","0,00",BRC0017N,Nome não encontrado
Sódio,mg,"25,5","6,37",BRC0017N,Nome não encontrado
Magnésio,mg,"0,53","0,13",BRC0017N,Nome não encontrado
Fósforo,mg,"36,1","9,02",BRC0017N,Nome não encontrado
Potássio,mg,"0,53","0,13",BRC0017N,Nome não encontrado
Manganês,mg,,,BRC0017N,Nome não encontrado
Zinco,mg,"25,5","6,37",BRC0017N,Nome não encontrado
Cobre,mg,,,BRC0017N,Nome não encontrado
Selênio,mcg,,,BRC0017N,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0017N,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0017N,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0017N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,00","0,00",BRC0017N,Nome não encontrado
Tiamina,mg,"0,00","0,00",BRC0017N,Nome não encontrado
Riboflavina,mg,"0,00","0,00",BRC0017N,Nome não encontrado
Niacina,mg,"0,00","0,00",BRC0017N,Nome não encontrado
Vitamina B6,mg,"0,00","0,00",BRC0017N,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0017N,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0017N,Nome não encontrado
Equivalente de folato,mcg,"0,00","0,00",BRC0017N,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0017N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0017N,Nome não encontrado
Gordura de adição,g,,,BRC0017N,Nome não encontrado
Proteína vegetal,g,,,BRC0017N,Nome não encontrado
Proteína animal,g,,,BRC0017N,Nome não encontrado
