componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (30 g),codigo_alimento,nome_alimento
Energia,kJ,2561,768,BRC0267T,Nome não encontrado
Energia,kcal,619,185,BRC0267T,Nome não encontrado
Umidade,g,"3,49","1,05",BRC0267T,Nome não encontrado
Carboidrato total,g,"22,9","6,86",BRC0267T,Nome não encontrado
Carboidrato disponível,g,"16,5","4,94",BRC0267T,Nome não encontrado
Proteína,g,"19,2","5,76",BRC0267T,Nome não encontrado
Lipídios,g,"51,5","15,4",BRC0267T,Nome não encontrado
Fibra alimentar,g,"6,41","1,92",BRC0267T,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0267T,Nome não encontrado
Cinzas,g,"2,99","0,90",BRC0267T,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0267T,Nome não encontrado
Ácidos graxos saturados,g,"8,84","2,65",BRC0267T,Nome não encontrado
Ácidos graxos monoinsaturados,g,"28,8","8,65",BRC0267T,Nome não encontrado
Ácidos graxos poliinsaturados,g,"12,7","3,82",BRC0267T,Nome não encontrado
Ácidos graxos trans,g,"0,09","0,03",BRC0267T,Nome não encontrado
Cálcio,mg,101,"30,4",BRC0267T,Nome não encontrado
Ferro,mg,"4,61","1,38",BRC0267T,Nome não encontrado
Sódio,mg,209,"62,9",BRC0267T,Nome não encontrado
Magnésio,mg,258,"77,6",BRC0267T,Nome não encontrado
Fósforo,mg,555,166,BRC0267T,Nome não encontrado
Potássio,mg,678,203,BRC0267T,Nome não encontrado
Manganês,mg,"1,46","0,44",BRC0267T,Nome não encontrado
Zinco,mg,"4,34","1,30",BRC0267T,Nome não encontrado
Cobre,mg,"1,33","0,40",BRC0267T,Nome não encontrado
Selênio,mcg,684,205,BRC0267T,Nome não encontrado
Vitamina A (RE),mcg,"0,03","0,01",BRC0267T,Nome não encontrado
Vitamina A (RAE),mcg,"0,02","0,01",BRC0267T,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0267T,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"6,62","1,98",BRC0267T,Nome não encontrado
Tiamina,mg,"0,29","0,09",BRC0267T,Nome não encontrado
Riboflavina,mg,"0,06","0,02",BRC0267T,Nome não encontrado
Niacina,mg,"0,01","0,00",BRC0267T,Nome não encontrado
Vitamina B6,mg,"0,34","0,10",BRC0267T,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0267T,Nome não encontrado
Vitamina C,mg,"0,28","0,08",BRC0267T,Nome não encontrado
Equivalente de folato,mcg,"55,3","16,6",BRC0267T,Nome não encontrado
Sal de adição,g,"0,50","0,15",BRC0267T,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0267T,Nome não encontrado
Gordura de adição,g,-,-,BRC0267T,Nome não encontrado
Proteína vegetal,g,-,-,BRC0267T,Nome não encontrado
Proteína animal,g,-,-,BRC0267T,Nome não encontrado
