componente,unidade,Valor por 100g,Colher sopa rasa (10 g),codigo_alimento,nome_alimento
Energia,kJ,283,28,BRC0114B,Nome não encontrado
Energia,kcal,67,6,BRC0114B,Nome não encontrado
Umidade,g,"81,0","8,10",BRC0114B,Nome não encontrado
Carboidrato total,g,"15,1","1,51",BRC0114B,Nome não encontrado
Carboidrato disponível,g,"11,7","1,17",BRC0114B,Nome não encontrado
Proteína,g,"2,89","0,29",BRC0114B,Nome não encontrado
Lipídios,g,"0,21","0,02",BRC0114B,Nome não encontrado
Fibra alimentar,g,"3,35","0,34",BRC0114B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0114B,Nome não encontrado
Cinzas,g,"0,89","0,09",BRC0114B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0114B,Nome não encontrado
Ácidos graxos saturados,g,"0,10","0,01",BRC0114B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,03","0,00",BRC0114B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,03","0,00",BRC0114B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0114B,Nome não encontrado
Cálcio,mg,"22,0","2,20",BRC0114B,Nome não encontrado
Ferro,mg,"0,26","0,03",BRC0114B,Nome não encontrado
Sódio,mg,"0,56","0,06",BRC0114B,Nome não encontrado
Magnésio,mg,"11,7","1,17",BRC0114B,Nome não encontrado
Fósforo,mg,"58,4","5,84",BRC0114B,Nome não encontrado
Potássio,mg,136,"13,6",BRC0114B,Nome não encontrado
Manganês,mg,"0,21","0,02",BRC0114B,Nome não encontrado
Zinco,mg,"0,21","0,02",BRC0114B,Nome não encontrado
Cobre,mg,"0,08","0,01",BRC0114B,Nome não encontrado
Selênio,mcg,"0,07","0,01",BRC0114B,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0114B,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0114B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0114B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,05","0,01",BRC0114B,Nome não encontrado
Tiamina,mg,traços,traços,BRC0114B,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0114B,Nome não encontrado
Niacina,mg,traços,traços,BRC0114B,Nome não encontrado
Vitamina B6,mg,"0,17","0,02",BRC0114B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0114B,Nome não encontrado
Vitamina C,mg,"3,19","0,32",BRC0114B,Nome não encontrado
Equivalente de folato,mcg,"16,6","1,66",BRC0114B,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0114B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0114B,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0114B,Nome não encontrado
Proteína vegetal,g,"2,89","0,29",BRC0114B,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0114B,Nome não encontrado
