componente,unidade,Valor por 100g,Colher sopa cheia (15 g),codigo_alimento,nome_alimento
Energia,kJ,585,87,BRC0006A,Nome não encontrado
Energia,kcal,138,20,BRC0006A,Nome não encontrado
Umidade,g,"63,5","9,53",BRC0006A,Nome não encontrado
Carboidrato total,g,"28,6","4,28",BRC0006A,Nome não encontrado
Carboidrato disponível,g,"24,6","3,70",BRC0006A,Nome não encontrado
Proteína,g,"6,59","0,99",BRC0006A,Nome não encontrado
Lipídios,g,"0,61","0,09",BRC0006A,Nome não encontrado
Fibra alimentar,g,"3,92","0,59",BRC0006A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0006A,Nome não encontrado
Cinzas,g,"0,71","0,11",BRC0006A,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0006A,Nome não encontrado
Ácidos graxos saturados,g,"0,10","0,01",BRC0006A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,10","0,01",BRC0006A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,29","0,04",BRC0006A,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0006A,Nome não encontrado
Cálcio,mg,"1,96","0,29",BRC0006A,Nome não encontrado
Ferro,mg,"1,14","0,17",BRC0006A,Nome não encontrado
Sódio,mg,"1,12","0,17",BRC0006A,Nome não encontrado
Magnésio,mg,"26,7","4,01",BRC0006A,Nome não encontrado
Fósforo,mg,112,"16,9",BRC0006A,Nome não encontrado
Potássio,mg,184,"27,7",BRC0006A,Nome não encontrado
Manganês,mg,"0,12","0,02",BRC0006A,Nome não encontrado
Zinco,mg,"0,52","0,08",BRC0006A,Nome não encontrado
Cobre,mg,"0,05","0,01",BRC0006A,Nome não encontrado
Selênio,mcg,"0,50","0,08",BRC0006A,Nome não encontrado
Vitamina A (RE),mcg,"35,8","5,37",BRC0006A,Nome não encontrado
Vitamina A (RAE),mcg,"17,9","2,69",BRC0006A,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0006A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,03","0,00",BRC0006A,Nome não encontrado
Tiamina,mg,"0,30","0,05",BRC0006A,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0006A,Nome não encontrado
Niacina,mg,traços,traços,BRC0006A,Nome não encontrado
Vitamina B6,mg,"0,04","0,01",BRC0006A,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0006A,Nome não encontrado
Vitamina C,mg,traços,traços,BRC0006A,Nome não encontrado
Equivalente de folato,mcg,"63,9","9,59",BRC0006A,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0006A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0006A,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0006A,Nome não encontrado
Proteína vegetal,g,"6,59","0,99",BRC0006A,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0006A,Nome não encontrado
