componente,unidade,Valor por 100g,Colher sopa cheia (25 g),codigo_alimento,nome_alimento
Energia,kJ,204,50,BRC0020A,Nome não encontrado
Energia,kcal,48,12,BRC0020A,Nome não encontrado
Umidade,g,"88,1","22,0",BRC0020A,Nome não encontrado
Carboidrato total,g,"8,95","2,24",BRC0020A,Nome não encontrado
Carboidrato disponível,g,"7,60","1,90",BRC0020A,Nome não encontrado
Proteína,g,"1,93","0,48",BRC0020A,Nome não encontrado
Lipídios,g,"0,84","0,21",BRC0020A,Nome não encontrado
Fibra alimentar,g,"1,35","0,34",BRC0020A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0020A,Nome não encontrado
Cinzas,g,"0,18","0,05",BRC0020A,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0020A,Nome não encontrado
Ácidos graxos saturados,g,"0,15","0,04",BRC0020A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,31","0,08",BRC0020A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,30","0,07",BRC0020A,Nome não encontrado
Ácidos graxos trans,g,,,BRC0020A,Nome não encontrado
Cálcio,mg,"6,27","1,57",BRC0020A,Nome não encontrado
Ferro,mg,"0,58","0,15",BRC0020A,Nome não encontrado
Sódio,mg,"0,61","0,15",BRC0020A,Nome não encontrado
Magnésio,mg,"15,6","3,89",BRC0020A,Nome não encontrado
Fósforo,mg,"20,1","5,02",BRC0020A,Nome não encontrado
Potássio,mg,"44,0","11,0",BRC0020A,Nome não encontrado
Manganês,mg,"0,25","0,06",BRC0020A,Nome não encontrado
Zinco,mg,"0,34","0,09",BRC0020A,Nome não encontrado
Cobre,mg,"0,06","0,01",BRC0020A,Nome não encontrado
Selênio,mcg,,,BRC0020A,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0020A,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0020A,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0020A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,04","0,01",BRC0020A,Nome não encontrado
Tiamina,mg,"0,07","0,02",BRC0020A,Nome não encontrado
Riboflavina,mg,"0,00","0,00",BRC0020A,Nome não encontrado
Niacina,mg,"0,59","0,15",BRC0020A,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0020A,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0020A,Nome não encontrado
Vitamina C,mg,"0,18","0,04",BRC0020A,Nome não encontrado
Equivalente de folato,mcg,"4,36","1,09",BRC0020A,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0020A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0020A,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0020A,Nome não encontrado
Proteína vegetal,g,"1,93","0,48",BRC0020A,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0020A,Nome não encontrado
