componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (50 g),codigo_alimento,nome_alimento
Energia,kJ,299,149,BRC0119B,Nome não encontrado
Energia,kcal,72,36,BRC0119B,Nome não encontrado
Umidade,g,"81,0","40,5",BRC0119B,Nome não encontrado
Carboidrato total,g,"5,70","2,85",BRC0119B,Nome não encontrado
Carboidrato disponível,g,"2,72","1,36",BRC0119B,Nome não encontrado
Proteína,g,"5,64","2,82",BRC0119B,Nome não encontrado
Lipídios,g,"3,59","1,80",BRC0119B,Nome não encontrado
Fibra alimentar,g,"3,02","1,51",BRC0119B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0119B,Nome não encontrado
Cinzas,g,"4,03","2,02",BRC0119B,Nome não encontrado
Colesterol,mg,"58,4","29,2",BRC0119B,Nome não encontrado
Ácidos graxos saturados,g,"0,59","0,29",BRC0119B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,27","0,63",BRC0119B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,55","0,77",BRC0119B,Nome não encontrado
Ácidos graxos trans,g,"0,02","0,01",BRC0119B,Nome não encontrado
Cálcio,mg,105,"52,7",BRC0119B,Nome não encontrado
Ferro,mg,"0,94","0,47",BRC0119B,Nome não encontrado
Sódio,mg,1344,672,BRC0119B,Nome não encontrado
Magnésio,mg,"33,6","16,8",BRC0119B,Nome não encontrado
Fósforo,mg,111,"55,6",BRC0119B,Nome não encontrado
Potássio,mg,124,"62,0",BRC0119B,Nome não encontrado
Manganês,mg,"0,23","0,12",BRC0119B,Nome não encontrado
Zinco,mg,"0,57","0,29",BRC0119B,Nome não encontrado
Cobre,mg,"0,17","0,09",BRC0119B,Nome não encontrado
Selênio,mcg,,traços,BRC0119B,Nome não encontrado
Vitamina A (RE),mcg,"33,0","16,5",BRC0119B,Nome não encontrado
Vitamina A (RAE),mcg,"16,0","8,00",BRC0119B,Nome não encontrado
Vitamina D,mcg,,traços,BRC0119B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,traços,BRC0119B,Nome não encontrado
Tiamina,mg,"0,04","0,02",BRC0119B,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0119B,Nome não encontrado
Niacina,mg,"1,10","0,55",BRC0119B,Nome não encontrado
Vitamina B6,mg,"0,03","0,02",BRC0119B,Nome não encontrado
Vitamina B12,mcg,,traços,BRC0119B,Nome não encontrado
Vitamina C,mg,"10,3","5,14",BRC0119B,Nome não encontrado
Equivalente de folato,mcg,,traços,BRC0119B,Nome não encontrado
Sal de adição,g,,traços,BRC0119B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0119B,Nome não encontrado
Gordura de adição,g,-,-,BRC0119B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0119B,Nome não encontrado
Proteína animal,g,-,-,BRC0119B,Nome não encontrado
