componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,453,249,BRC0417N,Nome não encontrado
Energia,kcal,109,59,BRC0417N,Nome não encontrado
Umidade,g,"79,1","43,5",BRC0417N,Nome não encontrado
Carboidrato total,g,"3,96","2,18",BRC0417N,Nome não encontrado
Carboidrato disponível,g,"3,13","1,72",BRC0417N,Nome não encontrado
Proteína,g,"10,3","5,65",BRC0417N,Nome não encontrado
Lipídios,g,"5,92","3,26",BRC0417N,Nome não encontrado
Fibra alimentar,g,"0,83","0,45",BRC0417N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0417N,Nome não encontrado
Cinzas,g,"0,75","0,41",BRC0417N,Nome não encontrado
Colesterol,mg,"37,8","20,8",BRC0417N,Nome não encontrado
Ácidos graxos saturados,g,"2,25","1,24",BRC0417N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,78","1,53",BRC0417N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,35","0,19",BRC0417N,Nome não encontrado
Ácidos graxos trans,g,"0,11","0,06",BRC0417N,Nome não encontrado
Cálcio,mg,"8,13","4,47",BRC0417N,Nome não encontrado
Ferro,mg,"0,96","0,53",BRC0417N,Nome não encontrado
Sódio,mg,121,"67,0",BRC0417N,Nome não encontrado
Magnésio,mg,"8,81","4,85",BRC0417N,Nome não encontrado
Fósforo,mg,"69,6","38,3",BRC0417N,Nome não encontrado
Potássio,mg,192,106,BRC0417N,Nome não encontrado
Manganês,mg,"0,03","0,02",BRC0417N,Nome não encontrado
Zinco,mg,"2,92","1,61",BRC0417N,Nome não encontrado
Cobre,mg,"0,05","0,03",BRC0417N,Nome não encontrado
Selênio,mcg,"0,11","0,06",BRC0417N,Nome não encontrado
Vitamina A (RE),mcg,141,"78,1",BRC0417N,Nome não encontrado
Vitamina A (RAE),mcg,"71,2","39,2",BRC0417N,Nome não encontrado
Vitamina D,mcg,"0,97","0,53",BRC0417N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,33","0,18",BRC0417N,Nome não encontrado
Tiamina,mg,"0,02","0,01",BRC0417N,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0417N,Nome não encontrado
Niacina,mg,"0,94","0,52",BRC0417N,Nome não encontrado
Vitamina B6,mg,"0,06","0,03",BRC0417N,Nome não encontrado
Vitamina B12,mcg,"0,95","0,52",BRC0417N,Nome não encontrado
Vitamina C,mg,"1,01","0,56",BRC0417N,Nome não encontrado
Equivalente de folato,mcg,"5,49","3,02",BRC0417N,Nome não encontrado
Sal de adição,g,"0,25","0,14",BRC0417N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0417N,Nome não encontrado
Gordura de adição,g,-,-,BRC0417N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0417N,Nome não encontrado
Proteína animal,g,-,-,BRC0417N,Nome não encontrado
