componente,unidade,Valor por 100g,Colher servir cheia (55 g),Colher servir rasa (40 g),codigo_alimento,nome_alimento
Energia,kJ,854,469,341,BRC0535A,Nome não encontrado
Energia,kcal,205,112,81,BRC0535A,Nome não encontrado
Umidade,g,"61,4","33,8","24,6",BRC0535A,Nome não encontrado
Carboidrato total,g,"22,0","12,1","8,80",BRC0535A,Nome não encontrado
Carboidrato disponível,g,"19,0","10,5","7,62",BRC0535A,Nome não encontrado
Proteína,g,"4,23","2,32","1,69",BRC0535A,Nome não encontrado
Lipídios,g,"11,7","6,46","4,70",BRC0535A,Nome não encontrado
Fibra alimentar,g,"2,95","1,62","1,18",BRC0535A,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0535A,Nome não encontrado
Cinzas,g,"0,64","0,35","0,26",BRC0535A,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0535A,Nome não encontrado
Ácidos graxos saturados,g,"1,37","0,75","0,55",BRC0535A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,07","1,14","0,83",BRC0535A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"8,11","4,46","3,25",BRC0535A,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,01","0,00",BRC0535A,Nome não encontrado
Cálcio,mg,"18,8","10,4","7,53",BRC0535A,Nome não encontrado
Ferro,mg,"0,42","0,23","0,17",BRC0535A,Nome não encontrado
Sódio,mg,"1,22","0,67","0,49",BRC0535A,Nome não encontrado
Magnésio,mg,"41,7","22,9","16,7",BRC0535A,Nome não encontrado
Fósforo,mg,"97,3","53,5","38,9",BRC0535A,Nome não encontrado
Potássio,mg,129,"71,3","51,8",BRC0535A,Nome não encontrado
Manganês,mg,"0,81","0,45","0,32",BRC0535A,Nome não encontrado
Zinco,mg,"0,54","0,30","0,22",BRC0535A,Nome não encontrado
Cobre,mg,"0,13","0,07","0,05",BRC0535A,Nome não encontrado
Selênio,mcg,"1,84","1,01","0,73",BRC0535A,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00","0,00",BRC0535A,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00","0,00",BRC0535A,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0535A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,43","0,24","0,17",BRC0535A,Nome não encontrado
Tiamina,mg,"0,12","0,07","0,05",BRC0535A,Nome não encontrado
Riboflavina,mg,"0,00","0,00","0,00",BRC0535A,Nome não encontrado
Niacina,mg,"0,16","0,09","0,06",BRC0535A,Nome não encontrado
Vitamina B6,mg,"0,10","0,05","0,04",BRC0535A,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0535A,Nome não encontrado
Vitamina C,mg,"0,81","0,44","0,32",BRC0535A,Nome não encontrado
Equivalente de folato,mcg,"10,1","5,55","4,03",BRC0535A,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0535A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0535A,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0535A,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0535A,Nome não encontrado
Proteína animal,g,-,-,-,BRC0535A,Nome não encontrado
