componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,119,286,196,BRC0127C,Nome não encontrado
Energia,kcal,28,67,46,BRC0127C,Nome não encontrado
Umidade,g,"92,7",222,152,BRC0127C,Nome não encontrado
Carboidrato total,g,"6,38","15,3","10,5",BRC0127C,Nome não encontrado
Carboidrato disponível,g,"6,18","14,8","10,2",BRC0127C,Nome não encontrado
Proteína,g,"0,57","1,37","0,94",BRC0127C,Nome não encontrado
Lipídios,g,"0,08","0,19","0,13",BRC0127C,Nome não encontrado
Fibra alimentar,g,"0,20","0,47","0,32",BRC0127C,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0127C,Nome não encontrado
Cinzas,g,"0,28","0,68","0,47",BRC0127C,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0127C,Nome não encontrado
Ácidos graxos saturados,g,"0,02","0,04","0,02",BRC0127C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,02","0,04","0,03",BRC0127C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,02","0,04","0,03",BRC0127C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0127C,Nome não encontrado
Cálcio,mg,"7,06","16,9","11,6",BRC0127C,Nome não encontrado
Ferro,mg,"0,02","0,06","0,04",BRC0127C,Nome não encontrado
Sódio,mg,"0,26","0,63","0,43",BRC0127C,Nome não encontrado
Magnésio,mg,"7,02","16,9","11,6",BRC0127C,Nome não encontrado
Fósforo,mg,"10,8","26,0","17,9",BRC0127C,Nome não encontrado
Potássio,mg,121,291,200,BRC0127C,Nome não encontrado
Manganês,mg,"0,02","0,05","0,03",BRC0127C,Nome não encontrado
Zinco,mg,"0,01","0,02","0,01",BRC0127C,Nome não encontrado
Cobre,mg,"0,08","0,19","0,13",BRC0127C,Nome não encontrado
Selênio,mcg,"0,24","0,58","0,40",BRC0127C,Nome não encontrado
Vitamina A (RE),mcg,"16,6","39,7","27,3",BRC0127C,Nome não encontrado
Vitamina A (RAE),mcg,"8,28","19,9","13,7",BRC0127C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0127C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,04","0,10","0,07",BRC0127C,Nome não encontrado
Tiamina,mg,traços,traços,traços,BRC0127C,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0127C,Nome não encontrado
Niacina,mg,"0,06","0,13","0,09",BRC0127C,Nome não encontrado
Vitamina B6,mg,traços,traços,traços,BRC0127C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0127C,Nome não encontrado
Vitamina C,mg,"59,4",142,"97,9",BRC0127C,Nome não encontrado
Equivalente de folato,mcg,"19,4","46,6","32,1",BRC0127C,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0127C,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0127C,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0127C,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0127C,Nome não encontrado
Proteína animal,g,-,-,-,BRC0127C,Nome não encontrado
