componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,195,107,BRC0697N,Nome não encontrado
Energia,kcal,47,25,BRC0697N,Nome não encontrado
Umidade,g,"86,4","47,5",BRC0697N,Nome não encontrado
Carboidrato total,g,"9,32","5,13",BRC0697N,Nome não encontrado
Carboidrato disponível,g,"5,62","3,09",BRC0697N,Nome não encontrado
Proteína,g,"2,60","1,43",BRC0697N,Nome não encontrado
Lipídios,g,"0,70","0,39",BRC0697N,Nome não encontrado
Fibra alimentar,g,"3,70","2,03",BRC0697N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0697N,Nome não encontrado
Cinzas,g,"0,94","0,52",BRC0697N,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0697N,Nome não encontrado
Ácidos graxos saturados,g,"0,12","0,07",BRC0697N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,14","0,07",BRC0697N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,38","0,21",BRC0697N,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0697N,Nome não encontrado
Cálcio,mg,"21,6","11,9",BRC0697N,Nome não encontrado
Ferro,mg,"0,65","0,36",BRC0697N,Nome não encontrado
Sódio,mg,"81,6","44,9",BRC0697N,Nome não encontrado
Magnésio,mg,"30,1","16,5",BRC0697N,Nome não encontrado
Fósforo,mg,"57,3","31,5",BRC0697N,Nome não encontrado
Potássio,mg,289,159,BRC0697N,Nome não encontrado
Manganês,mg,"0,20","0,11",BRC0697N,Nome não encontrado
Zinco,mg,"0,42","0,23",BRC0697N,Nome não encontrado
Cobre,mg,"0,12","0,06",BRC0697N,Nome não encontrado
Selênio,mcg,"0,12","0,07",BRC0697N,Nome não encontrado
Vitamina A (RE),mcg,"25,5","14,0",BRC0697N,Nome não encontrado
Vitamina A (RAE),mcg,"12,7","7,01",BRC0697N,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0697N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,35","0,19",BRC0697N,Nome não encontrado
Tiamina,mg,"0,03","0,02",BRC0697N,Nome não encontrado
Riboflavina,mg,"0,03","0,02",BRC0697N,Nome não encontrado
Niacina,mg,"0,00","0,00",BRC0697N,Nome não encontrado
Vitamina B6,mg,"0,02","0,01",BRC0697N,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0697N,Nome não encontrado
Vitamina C,mg,"3,53","1,94",BRC0697N,Nome não encontrado
Equivalente de folato,mcg,"54,8","30,2",BRC0697N,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0697N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0697N,Nome não encontrado
Gordura de adição,g,-,-,BRC0697N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0697N,Nome não encontrado
Proteína animal,g,-,-,BRC0697N,Nome não encontrado
