componente,unidade,Valor por 100g,Colher sopa cheia (35 g),codigo_alimento,nome_alimento
Energia,kJ,260,91,BRC0702B,Nome não encontrado
Energia,kcal,62,21,BRC0702B,Nome não encontrado
Umidade,g,"83,5","29,2",BRC0702B,Nome não encontrado
Carboidrato total,g,"14,4","5,04",BRC0702B,Nome não encontrado
Carboidrato disponível,g,"12,3","4,30",BRC0702B,Nome não encontrado
Proteína,g,"1,56","0,55",BRC0702B,Nome não encontrado
Lipídios,g,"0,22","0,08",BRC0702B,Nome não encontrado
Fibra alimentar,g,"2,10","0,74",BRC0702B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0702B,Nome não encontrado
Cinzas,g,"0,35","0,12",BRC0702B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0702B,Nome não encontrado
Ácidos graxos saturados,g,"0,05","0,02",BRC0702B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,07","0,02",BRC0702B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,03","0,01",BRC0702B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0702B,Nome não encontrado
Cálcio,mg,"3,00","1,05",BRC0702B,Nome não encontrado
Ferro,mg,"0,44","0,15",BRC0702B,Nome não encontrado
Sódio,mg,"4,00","1,40",BRC0702B,Nome não encontrado
Magnésio,mg,"14,0","4,90",BRC0702B,Nome não encontrado
Fósforo,mg,"29,0","10,2",BRC0702B,Nome não encontrado
Potássio,mg,117,"41,0",BRC0702B,Nome não encontrado
Manganês,mg,"0,20","0,07",BRC0702B,Nome não encontrado
Zinco,mg,"1,33","0,47",BRC0702B,Nome não encontrado
Cobre,mg,"0,90","0,31",BRC0702B,Nome não encontrado
Selênio,mcg,"24,8","8,68",BRC0702B,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0702B,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0702B,Nome não encontrado
Vitamina D,mcg,"0,70","0,25",BRC0702B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,00","0,00",BRC0702B,Nome não encontrado
Tiamina,mg,"0,04","0,01",BRC0702B,Nome não encontrado
Riboflavina,mg,"0,17","0,06",BRC0702B,Nome não encontrado
Niacina,mg,"1,50","0,53",BRC0702B,Nome não encontrado
Vitamina B6,mg,"0,16","0,06",BRC0702B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0702B,Nome não encontrado
Vitamina C,mg,"0,30","0,11",BRC0702B,Nome não encontrado
Equivalente de folato,mcg,"21,0","7,35",BRC0702B,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0702B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0702B,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0702B,Nome não encontrado
Proteína vegetal,g,"1,56","0,55",BRC0702B,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0702B,Nome não encontrado
