componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (100 g),codigo_alimento,nome_alimento
Energia,kJ,484,484,BRC0112G,Nome não encontrado
Energia,kcal,115,114,BRC0112G,Nome não encontrado
Umidade,g,"71,8","71,8",BRC0112G,Nome não encontrado
Carboidrato total,g,"18,7","18,7",BRC0112G,Nome não encontrado
Carboidrato disponível,g,"16,7","16,7",BRC0112G,Nome não encontrado
Proteína,g,"6,31","6,31",BRC0112G,Nome não encontrado
Lipídios,g,"2,07","2,07",BRC0112G,Nome não encontrado
Fibra alimentar,g,"1,95","1,95",BRC0112G,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0112G,Nome não encontrado
Cinzas,g,"1,13","1,13",BRC0112G,Nome não encontrado
Colesterol,mg,"3,53","3,53",BRC0112G,Nome não encontrado
Ácidos graxos saturados,g,"0,53","0,53",BRC0112G,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,75","0,75",BRC0112G,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,62","0,62",BRC0112G,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,01",BRC0112G,Nome não encontrado
Cálcio,mg,154,154,BRC0112G,Nome não encontrado
Ferro,mg,"0,89","0,89",BRC0112G,Nome não encontrado
Sódio,mg,"56,0","56,0",BRC0112G,Nome não encontrado
Magnésio,mg,"34,9","34,9",BRC0112G,Nome não encontrado
Fósforo,mg,132,132,BRC0112G,Nome não encontrado
Potássio,mg,235,235,BRC0112G,Nome não encontrado
Manganês,mg,"0,38","0,38",BRC0112G,Nome não encontrado
Zinco,mg,"1,00","1,00",BRC0112G,Nome não encontrado
Cobre,mg,"0,09","0,09",BRC0112G,Nome não encontrado
Selênio,mcg,"1,36","1,36",BRC0112G,Nome não encontrado
Vitamina A (RE),mcg,"3,71","3,71",BRC0112G,Nome não encontrado
Vitamina A (RAE),mcg,"3,71","3,71",BRC0112G,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0112G,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,00","0,00",BRC0112G,Nome não encontrado
Tiamina,mg,"0,11","0,11",BRC0112G,Nome não encontrado
Riboflavina,mg,"0,21","0,21",BRC0112G,Nome não encontrado
Niacina,mg,"0,90","0,90",BRC0112G,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0112G,Nome não encontrado
Vitamina B12,mcg,"0,41","0,41",BRC0112G,Nome não encontrado
Vitamina C,mg,"0,59","0,59",BRC0112G,Nome não encontrado
Equivalente de folato,mcg,"19,2","19,2",BRC0112G,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0112G,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0112G,Nome não encontrado
Gordura de adição,g,-,-,BRC0112G,Nome não encontrado
Proteína vegetal,g,-,-,BRC0112G,Nome não encontrado
Proteína animal,g,-,-,BRC0112G,Nome não encontrado
