componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,195,107,BRC0672N,Nome não encontrado
Energia,kcal,46,25,BRC0672N,Nome não encontrado
Umidade,g,"86,9","47,8",BRC0672N,Nome não encontrado
Carboidrato total,g,"11,8","6,51",BRC0672N,Nome não encontrado
Carboidrato disponível,g,"9,89","5,44",BRC0672N,Nome não encontrado
Proteína,g,"0,64","0,35",BRC0672N,Nome não encontrado
Lipídios,g,"0,15","0,08",BRC0672N,Nome não encontrado
Fibra alimentar,g,"1,94","1,07",BRC0672N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0672N,Nome não encontrado
Cinzas,g,"0,48","0,27",BRC0672N,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0672N,Nome não encontrado
Ácidos graxos saturados,g,"0,04","0,02",BRC0672N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,03","0,02",BRC0672N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,02","0,01",BRC0672N,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0672N,Nome não encontrado
Cálcio,mg,"5,76","3,17",BRC0672N,Nome não encontrado
Ferro,mg,"0,14","0,07",BRC0672N,Nome não encontrado
Sódio,mg,"3,25","1,79",BRC0672N,Nome não encontrado
Magnésio,mg,"6,33","3,48",BRC0672N,Nome não encontrado
Fósforo,mg,"11,5","6,33",BRC0672N,Nome não encontrado
Potássio,mg,158,"87,3",BRC0672N,Nome não encontrado
Manganês,mg,"0,07","0,04",BRC0672N,Nome não encontrado
Zinco,mg,"0,07","0,04",BRC0672N,Nome não encontrado
Cobre,mg,"0,06","0,03",BRC0672N,Nome não encontrado
Selênio,mcg,"0,26","0,14",BRC0672N,Nome não encontrado
Vitamina A (RE),mcg,"11,2","6,16",BRC0672N,Nome não encontrado
Vitamina A (RAE),mcg,"5,60","3,08",BRC0672N,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0672N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,28","0,15",BRC0672N,Nome não encontrado
Tiamina,mg,"0,04","0,02",BRC0672N,Nome não encontrado
Riboflavina,mg,"0,01","0,01",BRC0672N,Nome não encontrado
Niacina,mg,"0,00","0,00",BRC0672N,Nome não encontrado
Vitamina B6,mg,"0,02","0,01",BRC0672N,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0672N,Nome não encontrado
Vitamina C,mg,"14,7","8,06",BRC0672N,Nome não encontrado
Equivalente de folato,mcg,"18,7","10,3",BRC0672N,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0672N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0672N,Nome não encontrado
Gordura de adição,g,-,-,BRC0672N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0672N,Nome não encontrado
Proteína animal,g,-,-,BRC0672N,Nome não encontrado
