componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,520,285,BRC0611N,Nome não encontrado
Energia,kcal,124,68,BRC0611N,Nome não encontrado
Umidade,g,"75,2","41,3",BRC0611N,Nome não encontrado
Carboidrato total,g,"7,51","4,13",BRC0611N,Nome não encontrado
Carboidrato disponível,g,"6,46","3,56",BRC0611N,Nome não encontrado
Proteína,g,"10,4","5,71",BRC0611N,Nome não encontrado
Lipídios,g,"6,08","3,35",BRC0611N,Nome não encontrado
Fibra alimentar,g,"1,04","0,57",BRC0611N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0611N,Nome não encontrado
Cinzas,g,"0,85","0,47",BRC0611N,Nome não encontrado
Colesterol,mg,"35,7","19,6",BRC0611N,Nome não encontrado
Ácidos graxos saturados,g,"2,23","1,23",BRC0611N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,77","1,53",BRC0611N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,53","0,29",BRC0611N,Nome não encontrado
Ácidos graxos trans,g,"0,13","0,07",BRC0611N,Nome não encontrado
Cálcio,mg,"16,7","9,16",BRC0611N,Nome não encontrado
Ferro,mg,"1,02","0,56",BRC0611N,Nome não encontrado
Sódio,mg,157,"86,6",BRC0611N,Nome não encontrado
Magnésio,mg,"13,7","7,51",BRC0611N,Nome não encontrado
Fósforo,mg,"70,1","38,6",BRC0611N,Nome não encontrado
Potássio,mg,145,"80,0",BRC0611N,Nome não encontrado
Manganês,mg,"0,24","0,13",BRC0611N,Nome não encontrado
Zinco,mg,"2,85","1,57",BRC0611N,Nome não encontrado
Cobre,mg,"0,08","0,04",BRC0611N,Nome não encontrado
Selênio,mcg,"0,41","0,23",BRC0611N,Nome não encontrado
Vitamina A (RE),mcg,"90,5","49,8",BRC0611N,Nome não encontrado
Vitamina A (RAE),mcg,"45,5","25,0",BRC0611N,Nome não encontrado
Vitamina D,mcg,"0,92","0,50",BRC0611N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,83","0,46",BRC0611N,Nome não encontrado
Tiamina,mg,"0,01","0,01",BRC0611N,Nome não encontrado
Riboflavina,mg,"0,02","0,01",BRC0611N,Nome não encontrado
Niacina,mg,"0,57","0,32",BRC0611N,Nome não encontrado
Vitamina B6,mg,"0,03","0,02",BRC0611N,Nome não encontrado
Vitamina B12,mcg,"0,90","0,49",BRC0611N,Nome não encontrado
Vitamina C,mg,"9,77","5,37",BRC0611N,Nome não encontrado
Equivalente de folato,mcg,"20,0","11,0",BRC0611N,Nome não encontrado
Sal de adição,g,"0,25","0,14",BRC0611N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0611N,Nome não encontrado
Gordura de adição,g,-,-,BRC0611N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0611N,Nome não encontrado
Proteína animal,g,-,-,BRC0611N,Nome não encontrado
