componente,unidade,Valor por 100g,Colher servir cheia (40 g),codigo_alimento,nome_alimento
Energia,kJ,1798,719,BRC0120A,Nome não encontrado
Energia,kcal,429,171,BRC0120A,Nome não encontrado
Umidade,g,"5,97","2,39",BRC0120A,Nome não encontrado
Carboidrato total,g,"62,4","25,0",BRC0120A,Nome não encontrado
Carboidrato disponível,g,"56,8","22,7",BRC0120A,Nome não encontrado
Proteína,g,"8,79","3,52",BRC0120A,Nome não encontrado
Lipídios,g,"17,2","6,89",BRC0120A,Nome não encontrado
Fibra alimentar,g,"5,61","2,24",BRC0120A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0120A,Nome não encontrado
Cinzas,g,"5,57","2,23",BRC0120A,Nome não encontrado
Colesterol,mg,,,BRC0120A,Nome não encontrado
Ácidos graxos saturados,g,"2,47","0,99",BRC0120A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"9,91","3,96",BRC0120A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"3,97","1,59",BRC0120A,Nome não encontrado
Ácidos graxos trans,g,"0,89","0,36",BRC0120A,Nome não encontrado
Cálcio,mg,"17,6","7,05",BRC0120A,Nome não encontrado
Ferro,mg,"4,73","1,89",BRC0120A,Nome não encontrado
Sódio,mg,1515,606,BRC0120A,Nome não encontrado
Magnésio,mg,"19,4","7,75",BRC0120A,Nome não encontrado
Fósforo,mg,112,"44,9",BRC0120A,Nome não encontrado
Potássio,mg,147,"59,2",BRC0120A,Nome não encontrado
Manganês,mg,"0,25","0,10",BRC0120A,Nome não encontrado
Zinco,mg,"0,50","0,20",BRC0120A,Nome não encontrado
Cobre,mg,"0,10","0,04",BRC0120A,Nome não encontrado
Selênio,mcg,,,BRC0120A,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0120A,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0120A,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0120A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"2,55","1,02",BRC0120A,Nome não encontrado
Tiamina,mg,"1,18","0,47",BRC0120A,Nome não encontrado
Riboflavina,mg,"0,04","0,02",BRC0120A,Nome não encontrado
Niacina,mg,"9,37","3,75",BRC0120A,Nome não encontrado
Vitamina B6,mg,"0,53","0,21",BRC0120A,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0120A,Nome não encontrado
Vitamina C,mg,traços,traços,BRC0120A,Nome não encontrado
Equivalente de folato,mcg,270,108,BRC0120A,Nome não encontrado
Sal de adição,g,,,BRC0120A,Nome não encontrado
Açúcar de adição,g,,,BRC0120A,Nome não encontrado
Gordura de adição,g,,,BRC0120A,Nome não encontrado
Proteína vegetal,g,,,BRC0120A,Nome não encontrado
Proteína animal,g,,,BRC0120A,Nome não encontrado
