componente,unidade,Valor por 100g,Colher sopa cheia (24 g),Colher sopa rasa (19 g),codigo_alimento,nome_alimento
Energia,kJ,565,135,107,BRC0115B,Nome não encontrado
Energia,kcal,134,32,25,BRC0115B,Nome não encontrado
Umidade,g,"63,8","15,3","12,1",BRC0115B,Nome não encontrado
Carboidrato total,g,"28,4","6,82","5,40",BRC0115B,Nome não encontrado
Carboidrato disponível,g,"24,9","5,98","4,73",BRC0115B,Nome não encontrado
Proteína,g,"6,27","1,50","1,19",BRC0115B,Nome não encontrado
Lipídios,g,"0,22","0,05","0,04",BRC0115B,Nome não encontrado
Fibra alimentar,g,"3,51","0,84","0,67",BRC0115B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0115B,Nome não encontrado
Cinzas,g,"1,41","0,34","0,27",BRC0115B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0115B,Nome não encontrado
Ácidos graxos saturados,g,"0,04","0,01","0,01",BRC0115B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,00","0,00","0,00",BRC0115B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,11","0,03","0,02",BRC0115B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0115B,Nome não encontrado
Cálcio,mg,"14,3","3,43","2,72",BRC0115B,Nome não encontrado
Ferro,mg,"0,67","0,16","0,13",BRC0115B,Nome não encontrado
Sódio,mg,"3,29","0,79","0,63",BRC0115B,Nome não encontrado
Magnésio,mg,"14,3","3,43","2,72",BRC0115B,Nome não encontrado
Fósforo,mg,149,"35,8","28,3",BRC0115B,Nome não encontrado
Potássio,mg,268,"64,3","50,9",BRC0115B,Nome não encontrado
Manganês,mg,"0,24","0,06","0,05",BRC0115B,Nome não encontrado
Zinco,mg,"0,68","0,16","0,13",BRC0115B,Nome não encontrado
Cobre,mg,"0,16","0,04","0,03",BRC0115B,Nome não encontrado
Selênio,mcg,"2,22","0,53","0,42",BRC0115B,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00","0,00",BRC0115B,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00","0,00",BRC0115B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0115B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,08","0,26","0,21",BRC0115B,Nome não encontrado
Tiamina,mg,traços,traços,traços,BRC0115B,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0115B,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0115B,Nome não encontrado
Vitamina B6,mg,"0,35","0,08","0,07",BRC0115B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0115B,Nome não encontrado
Vitamina C,mg,"10,9","2,62","2,07",BRC0115B,Nome não encontrado
Equivalente de folato,mcg,"1,31","0,31","0,25",BRC0115B,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0115B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0115B,Nome não encontrado
Gordura de adição,g,"0,00","0,00","0,00",BRC0115B,Nome não encontrado
Proteína vegetal,g,"6,27","1,50","1,19",BRC0115B,Nome não encontrado
Proteína animal,g,"0,00","0,00","0,00",BRC0115B,Nome não encontrado
