componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,338,185,BRC0297N,Nome não encontrado
Energia,kcal,80,44,BRC0297N,Nome não encontrado
Umidade,g,"81,0","44,5",BRC0297N,Nome não encontrado
Carboidrato total,g,"5,55","3,05",BRC0297N,Nome não encontrado
Carboidrato disponível,g,"3,41","1,87",BRC0297N,Nome não encontrado
Proteína,g,"10,7","5,87",BRC0297N,Nome não encontrado
Lipídios,g,"2,20","1,21",BRC0297N,Nome não encontrado
Fibra alimentar,g,"2,14","1,18",BRC0297N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0297N,Nome não encontrado
Cinzas,g,"0,59","0,33",BRC0297N,Nome não encontrado
Colesterol,mg,"17,6","9,67",BRC0297N,Nome não encontrado
Ácidos graxos saturados,g,"0,91","0,50",BRC0297N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,89","0,49",BRC0297N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,12","0,07",BRC0297N,Nome não encontrado
Ácidos graxos trans,g,"0,05","0,03",BRC0297N,Nome não encontrado
Cálcio,mg,"10,7","5,89",BRC0297N,Nome não encontrado
Ferro,mg,"1,05","0,58",BRC0297N,Nome não encontrado
Sódio,mg,"20,3","11,1",BRC0297N,Nome não encontrado
Magnésio,mg,"14,0","7,70",BRC0297N,Nome não encontrado
Fósforo,mg,"79,0","43,4",BRC0297N,Nome não encontrado
Potássio,mg,197,108,BRC0297N,Nome não encontrado
Manganês,mg,"0,11","0,06",BRC0297N,Nome não encontrado
Zinco,mg,"2,33","1,28",BRC0297N,Nome não encontrado
Cobre,mg,"0,14","0,08",BRC0297N,Nome não encontrado
Selênio,mcg,"0,74","0,41",BRC0297N,Nome não encontrado
Vitamina A (RE),mcg,144,"79,7",BRC0297N,Nome não encontrado
Vitamina A (RAE),mcg,"72,9","40,1",BRC0297N,Nome não encontrado
Vitamina D,mcg,"0,09","0,05",BRC0297N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,28","0,71",BRC0297N,Nome não encontrado
Tiamina,mg,"0,03","0,02",BRC0297N,Nome não encontrado
Riboflavina,mg,"0,00","0,00",BRC0297N,Nome não encontrado
Niacina,mg,"0,85","0,47",BRC0297N,Nome não encontrado
Vitamina B6,mg,"0,03","0,02",BRC0297N,Nome não encontrado
Vitamina B12,mcg,"0,41","0,22",BRC0297N,Nome não encontrado
Vitamina C,mg,"1,33","0,73",BRC0297N,Nome não encontrado
Equivalente de folato,mcg,"17,8","9,76",BRC0297N,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0297N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0297N,Nome não encontrado
Gordura de adição,g,-,-,BRC0297N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0297N,Nome não encontrado
Proteína animal,g,-,-,BRC0297N,Nome não encontrado
