componente,unidade,Valor por 100g,Colher servir cheia (45 g),codigo_alimento,nome_alimento
Energia,kJ,597,268,BRC0387E,Nome não encontrado
Energia,kcal,143,64,BRC0387E,Nome não encontrado
Umidade,g,"74,4","33,5",BRC0387E,Nome não encontrado
Carboidrato total,g,"2,35","1,06",BRC0387E,Nome não encontrado
Carboidrato disponível,g,"2,05","0,92",BRC0387E,Nome não encontrado
Proteína,g,"12,1","5,46",BRC0387E,Nome não encontrado
Lipídios,g,"9,52","4,29",BRC0387E,Nome não encontrado
Fibra alimentar,g,"0,30","0,14",BRC0387E,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0387E,Nome não encontrado
Cinzas,g,"1,63","0,73",BRC0387E,Nome não encontrado
Colesterol,mg,142,"64,1",BRC0387E,Nome não encontrado
Ácidos graxos saturados,g,"4,50","2,03",BRC0387E,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,30","1,04",BRC0387E,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,92","0,41",BRC0387E,Nome não encontrado
Ácidos graxos trans,g,"0,20","0,09",BRC0387E,Nome não encontrado
Cálcio,mg,135,"60,8",BRC0387E,Nome não encontrado
Ferro,mg,"1,32","0,59",BRC0387E,Nome não encontrado
Sódio,mg,379,170,BRC0387E,Nome não encontrado
Magnésio,mg,"15,2","6,83",BRC0387E,Nome não encontrado
Fósforo,mg,275,123,BRC0387E,Nome não encontrado
Potássio,mg,128,"57,7",BRC0387E,Nome não encontrado
Manganês,mg,"0,10","0,05",BRC0387E,Nome não encontrado
Zinco,mg,"1,05","0,47",BRC0387E,Nome não encontrado
Cobre,mg,"0,23","0,10",BRC0387E,Nome não encontrado
Selênio,mcg,"3,95","1,78",BRC0387E,Nome não encontrado
Vitamina A (RE),mcg,"5,58","2,51",BRC0387E,Nome não encontrado
Vitamina A (RAE),mcg,"5,68","2,55",BRC0387E,Nome não encontrado
Vitamina D,mcg,"0,17","0,08",BRC0387E,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,14","0,51",BRC0387E,Nome não encontrado
Tiamina,mg,"0,01","0,00",BRC0387E,Nome não encontrado
Riboflavina,mg,"0,06","0,03",BRC0387E,Nome não encontrado
Niacina,mg,"0,07","0,03",BRC0387E,Nome não encontrado
Vitamina B6,mg,"0,03","0,01",BRC0387E,Nome não encontrado
Vitamina B12,mcg,"0,92","0,41",BRC0387E,Nome não encontrado
Vitamina C,mg,"3,48","1,57",BRC0387E,Nome não encontrado
Equivalente de folato,mcg,"15,7","7,06",BRC0387E,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0387E,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0387E,Nome não encontrado
Gordura de adição,g,-,-,BRC0387E,Nome não encontrado
Proteína vegetal,g,-,-,BRC0387E,Nome não encontrado
Proteína animal,g,-,-,BRC0387E,Nome não encontrado
