componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,530,291,BRC0478N,Nome não encontrado
Energia,kcal,126,69,BRC0478N,Nome não encontrado
Umidade,g,"73,3","40,3",BRC0478N,Nome não encontrado
Carboidrato total,g,"5,66","3,11",BRC0478N,Nome não encontrado
Carboidrato disponível,g,"4,73","2,60",BRC0478N,Nome não encontrado
Proteína,g,"15,1","8,30",BRC0478N,Nome não encontrado
Lipídios,g,"5,01","2,75",BRC0478N,Nome não encontrado
Fibra alimentar,g,"0,93","0,51",BRC0478N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0478N,Nome não encontrado
Cinzas,g,"0,94","0,52",BRC0478N,Nome não encontrado
Colesterol,mg,"49,0","26,9",BRC0478N,Nome não encontrado
Ácidos graxos saturados,g,"1,53","0,84",BRC0478N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,67","1,47",BRC0478N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,43","0,23",BRC0478N,Nome não encontrado
Ácidos graxos trans,g,"0,07","0,04",BRC0478N,Nome não encontrado
Cálcio,mg,"15,9","8,74",BRC0478N,Nome não encontrado
Ferro,mg,"1,35","0,74",BRC0478N,Nome não encontrado
Sódio,mg,124,"68,3",BRC0478N,Nome não encontrado
Magnésio,mg,"14,5","7,99",BRC0478N,Nome não encontrado
Fósforo,mg,127,"69,9",BRC0478N,Nome não encontrado
Potássio,mg,219,120,BRC0478N,Nome não encontrado
Manganês,mg,"0,07","0,04",BRC0478N,Nome não encontrado
Zinco,mg,"3,20","1,76",BRC0478N,Nome não encontrado
Cobre,mg,"0,08","0,04",BRC0478N,Nome não encontrado
Selênio,mcg,"0,45","0,25",BRC0478N,Nome não encontrado
Vitamina A (RE),mcg,"90,5","49,8",BRC0478N,Nome não encontrado
Vitamina A (RAE),mcg,"45,5","25,0",BRC0478N,Nome não encontrado
Vitamina D,mcg,,,BRC0478N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,86","0,47",BRC0478N,Nome não encontrado
Tiamina,mg,"0,03","0,02",BRC0478N,Nome não encontrado
Riboflavina,mg,"0,02","0,01",BRC0478N,Nome não encontrado
Niacina,mg,"1,42","0,78",BRC0478N,Nome não encontrado
Vitamina B6,mg,"0,01","0,01",BRC0478N,Nome não encontrado
Vitamina B12,mcg,"1,60","0,88",BRC0478N,Nome não encontrado
Vitamina C,mg,"9,68","5,32",BRC0478N,Nome não encontrado
Equivalente de folato,mcg,"32,7","18,0",BRC0478N,Nome não encontrado
Sal de adição,g,"0,25","0,14",BRC0478N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0478N,Nome não encontrado
Gordura de adição,g,-,-,BRC0478N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0478N,Nome não encontrado
Proteína animal,g,-,-,BRC0478N,Nome não encontrado
