componente,unidade,Valor por 100g,Colher sopa cheia (25 g),codigo_alimento,nome_alimento
Energia,kJ,1568,392,BRC0805B,Nome não encontrado
Energia,kcal,372,93,BRC0805B,Nome não encontrado
Umidade,g,"13,9","3,47",BRC0805B,Nome não encontrado
Carboidrato total,g,"71,0","17,7",BRC0805B,Nome não encontrado
Carboidrato disponível,g,"64,9","16,2",BRC0805B,Nome não encontrado
Proteína,g,"4,21","1,05",BRC0805B,Nome não encontrado
Lipídios,g,"9,32","2,33",BRC0805B,Nome não encontrado
Fibra alimentar,g,"6,12","1,53",BRC0805B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0805B,Nome não encontrado
Cinzas,g,"1,59","0,40",BRC0805B,Nome não encontrado
Colesterol,mg,"6,56","1,64",BRC0805B,Nome não encontrado
Ácidos graxos saturados,g,"1,94","0,49",BRC0805B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,63","0,66",BRC0805B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"4,31","1,08",BRC0805B,Nome não encontrado
Ácidos graxos trans,g,"0,04","0,01",BRC0805B,Nome não encontrado
Cálcio,mg,"67,4","16,9",BRC0805B,Nome não encontrado
Ferro,mg,"1,38","0,35",BRC0805B,Nome não encontrado
Sódio,mg,206,"51,6",BRC0805B,Nome não encontrado
Magnésio,mg,"43,4","10,8",BRC0805B,Nome não encontrado
Fósforo,mg,"70,0","17,5",BRC0805B,Nome não encontrado
Potássio,mg,397,"99,5",BRC0805B,Nome não encontrado
Manganês,mg,"0,58","0,15",BRC0805B,Nome não encontrado
Zinco,mg,"0,53","0,13",BRC0805B,Nome não encontrado
Cobre,mg,"0,11","0,03",BRC0805B,Nome não encontrado
Selênio,mcg,"1,75","0,44",BRC0805B,Nome não encontrado
Vitamina A (RE),mcg,"0,19","0,05",BRC0805B,Nome não encontrado
Vitamina A (RAE),mcg,"0,97","0,24",BRC0805B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0805B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,48","0,12",BRC0805B,Nome não encontrado
Tiamina,mg,"0,03","0,01",BRC0805B,Nome não encontrado
Riboflavina,mg,"0,01","0,00",BRC0805B,Nome não encontrado
Niacina,mg,"0,74","0,19",BRC0805B,Nome não encontrado
Vitamina B6,mg,"0,53","0,13",BRC0805B,Nome não encontrado
Vitamina B12,mcg,"0,13","0,03",BRC0805B,Nome não encontrado
Vitamina C,mg,"0,44","0,11",BRC0805B,Nome não encontrado
Equivalente de folato,mcg,"30,8","7,70",BRC0805B,Nome não encontrado
Sal de adição,g,"0,47","0,12",BRC0805B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0805B,Nome não encontrado
Gordura de adição,g,-,-,BRC0805B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0805B,Nome não encontrado
Proteína animal,g,-,-,BRC0805B,Nome não encontrado
