componente,unidade,Valor por 100g,Colher servir cheia (60 g),codigo_alimento,nome_alimento
Energia,kJ,458,274,BRC0617A,Nome não encontrado
Energia,kcal,117,70,BRC0617A,Nome não encontrado
Umidade,g,"78,2","46,9",BRC0617A,Nome não encontrado
Carboidrato total,g,"8,89","5,34",BRC0617A,Nome não encontrado
Carboidrato disponível,g,"7,70","4,62",BRC0617A,Nome não encontrado
Proteína,g,"4,29","2,57",BRC0617A,Nome não encontrado
Lipídios,g,"7,37","4,42",BRC0617A,Nome não encontrado
Fibra alimentar,g,"1,20","0,72",BRC0617A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0617A,Nome não encontrado
Cinzas,g,"1,24","0,74",BRC0617A,Nome não encontrado
Colesterol,mg,"54,9","33,0",BRC0617A,Nome não encontrado
Ácidos graxos saturados,g,"3,47","2,08",BRC0617A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,01","1,21",BRC0617A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,10","0,66",BRC0617A,Nome não encontrado
Ácidos graxos trans,g,"0,13","0,08",BRC0617A,Nome não encontrado
Cálcio,mg,"83,8","50,3",BRC0617A,Nome não encontrado
Ferro,mg,"0,54","0,32",BRC0617A,Nome não encontrado
Sódio,mg,270,162,BRC0617A,Nome não encontrado
Magnésio,mg,"12,5","7,50",BRC0617A,Nome não encontrado
Fósforo,mg,"83,0","49,8",BRC0617A,Nome não encontrado
Potássio,mg,187,112,BRC0617A,Nome não encontrado
Manganês,mg,"0,08","0,05",BRC0617A,Nome não encontrado
Zinco,mg,"0,50","0,30",BRC0617A,Nome não encontrado
Cobre,mg,"0,04","0,02",BRC0617A,Nome não encontrado
Selênio,mcg,"4,86","2,92",BRC0617A,Nome não encontrado
Vitamina A (RE),mcg,343,206,BRC0617A,Nome não encontrado
Vitamina A (RAE),mcg,205,123,BRC0617A,Nome não encontrado
Vitamina D,mcg,"0,76","0,46",BRC0617A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,12","0,67",BRC0617A,Nome não encontrado
Tiamina,mg,"0,06","0,03",BRC0617A,Nome não encontrado
Riboflavina,mg,"0,13","0,08",BRC0617A,Nome não encontrado
Niacina,mg,"1,40","0,84",BRC0617A,Nome não encontrado
Vitamina B6,mg,"0,03","0,02",BRC0617A,Nome não encontrado
Vitamina B12,mcg,"0,26","0,16",BRC0617A,Nome não encontrado
Vitamina C,mg,"0,32","0,19",BRC0617A,Nome não encontrado
Equivalente de folato,mcg,"12,5","7,52",BRC0617A,Nome não encontrado
Sal de adição,g,"0,47","0,28",BRC0617A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0617A,Nome não encontrado
Gordura de adição,g,-,-,BRC0617A,Nome não encontrado
Proteína vegetal,g,-,-,BRC0617A,Nome não encontrado
Proteína animal,g,-,-,BRC0617A,Nome não encontrado
