componente,unidade,Valor por 100g,Colher servir cheia (70 g),Colher servir rasa (50 g),codigo_alimento,nome_alimento
Energia,kJ,329,230,164,BRC0689B,Nome não encontrado
Energia,kcal,78,54,39,BRC0689B,Nome não encontrado
Umidade,g,"82,2","57,5","41,1",BRC0689B,Nome não encontrado
Carboidrato total,g,"11,1","7,75","5,53",BRC0689B,Nome não encontrado
Carboidrato disponível,g,"9,73","6,81","4,86",BRC0689B,Nome não encontrado
Proteína,g,"3,20","2,24","1,60",BRC0689B,Nome não encontrado
Lipídios,g,"2,66","1,86","1,33",BRC0689B,Nome não encontrado
Fibra alimentar,g,"1,34","0,94","0,67",BRC0689B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0689B,Nome não encontrado
Cinzas,g,"0,89","0,62","0,44",BRC0689B,Nome não encontrado
Colesterol,mg,"7,31","5,11","3,65",BRC0689B,Nome não encontrado
Ácidos graxos saturados,g,"1,02","0,71","0,51",BRC0689B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,70","0,49","0,35",BRC0689B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,75","0,52","0,37",BRC0689B,Nome não encontrado
Ácidos graxos trans,g,"0,04","0,03","0,02",BRC0689B,Nome não encontrado
Cálcio,mg,"57,8","40,4","28,9",BRC0689B,Nome não encontrado
Ferro,mg,"0,29","0,21","0,15",BRC0689B,Nome não encontrado
Sódio,mg,186,130,"93,3",BRC0689B,Nome não encontrado
Magnésio,mg,"24,7","17,3","12,3",BRC0689B,Nome não encontrado
Fósforo,mg,"51,6","36,1","25,8",BRC0689B,Nome não encontrado
Potássio,mg,178,125,"89,4",BRC0689B,Nome não encontrado
Manganês,mg,"0,15","0,11","0,08",BRC0689B,Nome não encontrado
Zinco,mg,"0,30","0,21","0,15",BRC0689B,Nome não encontrado
Cobre,mg,"0,04","0,03","0,02",BRC0689B,Nome não encontrado
Selênio,mcg,"0,24","0,17","0,12",BRC0689B,Nome não encontrado
Vitamina A (RE),mcg,102,"71,9","51,4",BRC0689B,Nome não encontrado
Vitamina A (RAE),mcg,"63,6","44,5","31,8",BRC0689B,Nome não encontrado
Vitamina D,mcg,"0,02","0,01","0,01",BRC0689B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,13","0,09","0,06",BRC0689B,Nome não encontrado
Tiamina,mg,"0,06","0,04","0,03",BRC0689B,Nome não encontrado
Riboflavina,mg,"0,04","0,03","0,02",BRC0689B,Nome não encontrado
Niacina,mg,"0,97","0,68","0,48",BRC0689B,Nome não encontrado
Vitamina B6,mg,"0,09","0,06","0,04",BRC0689B,Nome não encontrado
Vitamina B12,mcg,"0,05","0,03","0,02",BRC0689B,Nome não encontrado
Vitamina C,mg,"0,79","0,55","0,40",BRC0689B,Nome não encontrado
Equivalente de folato,mcg,"15,2","10,6","7,59",BRC0689B,Nome não encontrado
Sal de adição,g,"0,47","0,33","0,24",BRC0689B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0689B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0689B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0689B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0689B,Nome não encontrado
