componente,unidade,Valor por 100g,Colher servir cheia (55 g),Colher servir rasa (40 g),codigo_alimento,nome_alimento
Energia,kJ,697,383,278,BRC0530A,Nome não encontrado
Energia,kcal,166,91,66,BRC0530A,Nome não encontrado
Umidade,g,"65,6","36,1","26,3",BRC0530A,Nome não encontrado
Carboidrato total,g,"19,3","10,6","7,72",BRC0530A,Nome não encontrado
Carboidrato disponível,g,"18,0","9,92","7,21",BRC0530A,Nome não encontrado
Proteína,g,"6,47","3,56","2,59",BRC0530A,Nome não encontrado
Lipídios,g,"7,30","4,02","2,92",BRC0530A,Nome não encontrado
Fibra alimentar,g,"1,28","0,70","0,51",BRC0530A,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0530A,Nome não encontrado
Cinzas,g,"1,29","0,71","0,52",BRC0530A,Nome não encontrado
Colesterol,mg,"16,3","8,95","6,51",BRC0530A,Nome não encontrado
Ácidos graxos saturados,g,"1,89","1,04","0,76",BRC0530A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,39","1,31","0,95",BRC0530A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"2,16","1,19","0,86",BRC0530A,Nome não encontrado
Ácidos graxos trans,g,"0,02","0,01","0,01",BRC0530A,Nome não encontrado
Cálcio,mg,"7,61","4,19","3,05",BRC0530A,Nome não encontrado
Ferro,mg,"0,49","0,27","0,20",BRC0530A,Nome não encontrado
Sódio,mg,351,193,140,BRC0530A,Nome não encontrado
Magnésio,mg,"21,1","11,6","8,45",BRC0530A,Nome não encontrado
Fósforo,mg,"64,5","35,5","25,8",BRC0530A,Nome não encontrado
Potássio,mg,165,"90,8","66,0",BRC0530A,Nome não encontrado
Manganês,mg,"0,62","0,34","0,25",BRC0530A,Nome não encontrado
Zinco,mg,"1,05","0,58","0,42",BRC0530A,Nome não encontrado
Cobre,mg,"0,13","0,07","0,05",BRC0530A,Nome não encontrado
Selênio,mcg,"1,06","0,58","0,43",BRC0530A,Nome não encontrado
Vitamina A (RE),mcg,"20,4","11,2","8,16",BRC0530A,Nome não encontrado
Vitamina A (RAE),mcg,"10,2","5,61","4,08",BRC0530A,Nome não encontrado
Vitamina D,mcg,"0,22","0,12","0,09",BRC0530A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,59","0,32","0,23",BRC0530A,Nome não encontrado
Tiamina,mg,"0,10","0,06","0,04",BRC0530A,Nome não encontrado
Riboflavina,mg,"0,02","0,01","0,01",BRC0530A,Nome não encontrado
Niacina,mg,"1,31","0,72","0,53",BRC0530A,Nome não encontrado
Vitamina B6,mg,"0,03","0,01","0,01",BRC0530A,Nome não encontrado
Vitamina B12,mcg,"0,19","0,11","0,08",BRC0530A,Nome não encontrado
Vitamina C,mg,"3,76","2,07","1,50",BRC0530A,Nome não encontrado
Equivalente de folato,mcg,"4,97","2,73","1,99",BRC0530A,Nome não encontrado
Sal de adição,g,"0,47","0,26","0,19",BRC0530A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0530A,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0530A,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0530A,Nome não encontrado
Proteína animal,g,-,-,-,BRC0530A,Nome não encontrado
