componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,515,283,BRC0510N,Nome não encontrado
Energia,kcal,123,67,BRC0510N,Nome não encontrado
Umidade,g,"75,5","41,5",BRC0510N,Nome não encontrado
Carboidrato total,g,"7,23","3,98",BRC0510N,Nome não encontrado
Carboidrato disponível,g,"5,88","3,23",BRC0510N,Nome não encontrado
Proteína,g,"10,5","5,75",BRC0510N,Nome não encontrado
Lipídios,g,"6,12","3,37",BRC0510N,Nome não encontrado
Fibra alimentar,g,"1,35","0,74",BRC0510N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0510N,Nome não encontrado
Cinzas,g,"0,68","0,37",BRC0510N,Nome não encontrado
Colesterol,mg,"37,4","20,5",BRC0510N,Nome não encontrado
Ácidos graxos saturados,g,"2,29","1,26",BRC0510N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,84","1,01",BRC0510N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,38","0,76",BRC0510N,Nome não encontrado
Ácidos graxos trans,g,"0,12","0,07",BRC0510N,Nome não encontrado
Cálcio,mg,"6,79","3,73",BRC0510N,Nome não encontrado
Ferro,mg,"1,01","0,56",BRC0510N,Nome não encontrado
Sódio,mg,"20,7","11,4",BRC0510N,Nome não encontrado
Magnésio,mg,"10,2","5,63",BRC0510N,Nome não encontrado
Fósforo,mg,"76,9","42,3",BRC0510N,Nome não encontrado
Potássio,mg,220,121,BRC0510N,Nome não encontrado
Manganês,mg,"0,12","0,07",BRC0510N,Nome não encontrado
Zinco,mg,"2,95","1,62",BRC0510N,Nome não encontrado
Cobre,mg,"0,07","0,04",BRC0510N,Nome não encontrado
Selênio,mcg,"0,51","0,28",BRC0510N,Nome não encontrado
Vitamina A (RE),mcg,247,135,BRC0510N,Nome não encontrado
Vitamina A (RAE),mcg,123,"68,0",BRC0510N,Nome não encontrado
Vitamina D,mcg,"0,97","0,53",BRC0510N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"3,39","1,86",BRC0510N,Nome não encontrado
Tiamina,mg,"0,04","0,02",BRC0510N,Nome não encontrado
Riboflavina,mg,"0,01","0,01",BRC0510N,Nome não encontrado
Niacina,mg,"0,57","0,31",BRC0510N,Nome não encontrado
Vitamina B6,mg,"0,07","0,04",BRC0510N,Nome não encontrado
Vitamina B12,mcg,"0,94","0,52",BRC0510N,Nome não encontrado
Vitamina C,mg,"3,89","2,14",BRC0510N,Nome não encontrado
Equivalente de folato,mcg,"7,07","3,89",BRC0510N,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0510N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0510N,Nome não encontrado
Gordura de adição,g,-,-,BRC0510N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0510N,Nome não encontrado
Proteína animal,g,-,-,BRC0510N,Nome não encontrado
