componente,unidade,Valor por 100g,Colher servir cheia (60 g),codigo_alimento,nome_alimento
Energia,kJ,432,259,BRC0659A,Nome não encontrado
Energia,kcal,162,97,BRC0659A,Nome não encontrado
Umidade,g,"67,8","40,7",BRC0659A,Nome não encontrado
Carboidrato total,g,"7,66","4,60",BRC0659A,Nome não encontrado
Carboidrato disponível,g,"7,40","4,44",BRC0659A,Nome não encontrado
Proteína,g,"15,4","9,26",BRC0659A,Nome não encontrado
Lipídios,g,"7,77","4,66",BRC0659A,Nome não encontrado
Fibra alimentar,g,"0,26","0,16",BRC0659A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0659A,Nome não encontrado
Cinzas,g,"1,36","0,81",BRC0659A,Nome não encontrado
Colesterol,mg,"77,4","46,4",BRC0659A,Nome não encontrado
Ácidos graxos saturados,g,"3,69","2,21",BRC0659A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,22","1,33",BRC0659A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,09","0,66",BRC0659A,Nome não encontrado
Ácidos graxos trans,g,"0,13","0,08",BRC0659A,Nome não encontrado
Cálcio,mg,"64,1","38,5",BRC0659A,Nome não encontrado
Ferro,mg,"0,55","0,33",BRC0659A,Nome não encontrado
Sódio,mg,255,153,BRC0659A,Nome não encontrado
Magnésio,mg,"13,8","8,29",BRC0659A,Nome não encontrado
Fósforo,mg,147,"88,4",BRC0659A,Nome não encontrado
Potássio,mg,187,112,BRC0659A,Nome não encontrado
Manganês,mg,"0,07","0,04",BRC0659A,Nome não encontrado
Zinco,mg,"0,70","0,42",BRC0659A,Nome não encontrado
Cobre,mg,"0,04","0,02",BRC0659A,Nome não encontrado
Selênio,mcg,"9,10","5,46",BRC0659A,Nome não encontrado
Vitamina A (RE),mcg,"76,2","45,7",BRC0659A,Nome não encontrado
Vitamina A (RAE),mcg,"73,9","44,3",BRC0659A,Nome não encontrado
Vitamina D,mcg,"0,77","0,46",BRC0659A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,65","0,39",BRC0659A,Nome não encontrado
Tiamina,mg,"0,08","0,05",BRC0659A,Nome não encontrado
Riboflavina,mg,"0,13","0,08",BRC0659A,Nome não encontrado
Niacina,mg,"3,65","2,19",BRC0659A,Nome não encontrado
Vitamina B6,mg,"0,01","0,01",BRC0659A,Nome não encontrado
Vitamina B12,mcg,"0,29","0,17",BRC0659A,Nome não encontrado
Vitamina C,mg,"0,37","0,22",BRC0659A,Nome não encontrado
Equivalente de folato,mcg,"9,80","5,88",BRC0659A,Nome não encontrado
Sal de adição,g,"0,47","0,28",BRC0659A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0659A,Nome não encontrado
Gordura de adição,g,-,-,BRC0659A,Nome não encontrado
Proteína vegetal,g,-,-,BRC0659A,Nome não encontrado
Proteína animal,g,-,-,BRC0659A,Nome não encontrado
