componente,unidade,Valor por 100g,Colher sopa cheia (15 g),codigo_alimento,nome_alimento
Energia,kJ,209,31,BRC0163B,Nome não encontrado
Energia,kcal,50,7,BRC0163B,Nome não encontrado
Umidade,g,"87,1","13,1",BRC0163B,Nome não encontrado
Carboidrato total,g,"5,59","0,84",BRC0163B,Nome não encontrado
Carboidrato disponível,g,"2,51","0,38",BRC0163B,Nome não encontrado
Proteína,g,"4,17","0,63",BRC0163B,Nome não encontrado
Lipídios,g,"1,91","0,29",BRC0163B,Nome não encontrado
Fibra alimentar,g,"3,08","0,46",BRC0163B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0163B,Nome não encontrado
Cinzas,g,"1,28","0,19",BRC0163B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0163B,Nome não encontrado
Ácidos graxos saturados,g,"0,26","0,04",BRC0163B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,30","0,05",BRC0163B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,79","0,12",BRC0163B,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,00",BRC0163B,Nome não encontrado
Cálcio,mg,106,"15,9",BRC0163B,Nome não encontrado
Ferro,mg,"0,77","0,12",BRC0163B,Nome não encontrado
Sódio,mg,"4,18","0,63",BRC0163B,Nome não encontrado
Magnésio,mg,"37,1","5,56",BRC0163B,Nome não encontrado
Fósforo,mg,"99,9","15,0",BRC0163B,Nome não encontrado
Potássio,mg,327,"49,2",BRC0163B,Nome não encontrado
Manganês,mg,"0,33","0,05",BRC0163B,Nome não encontrado
Zinco,mg,"0,60","0,09",BRC0163B,Nome não encontrado
Cobre,mg,"0,08","0,01",BRC0163B,Nome não encontrado
Selênio,mcg,"0,51","0,08",BRC0163B,Nome não encontrado
Vitamina A (RE),mcg,423,"63,5",BRC0163B,Nome não encontrado
Vitamina A (RAE),mcg,211,"31,8",BRC0163B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0163B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,63","0,24",BRC0163B,Nome não encontrado
Tiamina,mg,"0,13","0,02",BRC0163B,Nome não encontrado
Riboflavina,mg,"0,21","0,03",BRC0163B,Nome não encontrado
Niacina,mg,"1,62","0,24",BRC0163B,Nome não encontrado
Vitamina B6,mg,"0,10","0,01",BRC0163B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0163B,Nome não encontrado
Vitamina C,mg,"34,1","5,11",BRC0163B,Nome não encontrado
Equivalente de folato,mcg,"45,1","6,76",BRC0163B,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0163B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0163B,Nome não encontrado
Gordura de adição,g,-,-,BRC0163B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0163B,Nome não encontrado
Proteína animal,g,-,-,BRC0163B,Nome não encontrado
