componente,unidade,Valor por 100g,Colher servir cheia (55 g),Colher servir rasa (40 g),codigo_alimento,nome_alimento
Energia,kJ,509,280,203,BRC0805A,Nome não encontrado
Energia,kcal,121,66,48,BRC0805A,Nome não encontrado
Umidade,g,"71,2","39,2","28,5",BRC0805A,Nome não encontrado
Carboidrato total,g,"23,2","12,7","9,27",BRC0805A,Nome não encontrado
Carboidrato disponível,g,"22,2","12,2","8,88",BRC0805A,Nome não encontrado
Proteína,g,"2,54","1,39","1,01",BRC0805A,Nome não encontrado
Lipídios,g,"2,19","1,20","0,88",BRC0805A,Nome não encontrado
Fibra alimentar,g,"0,96","0,53","0,39",BRC0805A,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0805A,Nome não encontrado
Cinzas,g,"0,89","0,49","0,35",BRC0805A,Nome não encontrado
Colesterol,mg,"3,09","1,70","1,24",BRC0805A,Nome não encontrado
Ácidos graxos saturados,g,"0,78","0,43","0,31",BRC0805A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,52","0,29","0,21",BRC0805A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,72","0,40","0,29",BRC0805A,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,00","0,00",BRC0805A,Nome não encontrado
Cálcio,mg,"31,3","17,2","12,5",BRC0805A,Nome não encontrado
Ferro,mg,"0,27","0,15","0,11",BRC0805A,Nome não encontrado
Sódio,mg,204,112,"81,9",BRC0805A,Nome não encontrado
Magnésio,mg,"20,1","11,0","8,03",BRC0805A,Nome não encontrado
Fósforo,mg,"37,7","20,7","15,1",BRC0805A,Nome não encontrado
Potássio,mg,"59,3","32,6","23,7",BRC0805A,Nome não encontrado
Manganês,mg,"0,74","0,40","0,29",BRC0805A,Nome não encontrado
Zinco,mg,"0,48","0,26","0,19",BRC0805A,Nome não encontrado
Cobre,mg,"0,12","0,07","0,05",BRC0805A,Nome não encontrado
Selênio,mcg,"2,42","1,33","0,97",BRC0805A,Nome não encontrado
Vitamina A (RE),mcg,"12,4","6,82","4,96",BRC0805A,Nome não encontrado
Vitamina A (RAE),mcg,"12,2","6,71","4,88",BRC0805A,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0805A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,18","0,10","0,07",BRC0805A,Nome não encontrado
Tiamina,mg,"0,01","0,01","0,00",BRC0805A,Nome não encontrado
Riboflavina,mg,"0,06","0,03","0,02",BRC0805A,Nome não encontrado
Niacina,mg,"0,36","0,20","0,14",BRC0805A,Nome não encontrado
Vitamina B6,mg,"0,01","0,01","0,00",BRC0805A,Nome não encontrado
Vitamina B12,mcg,"0,08","0,05","0,03",BRC0805A,Nome não encontrado
Vitamina C,mg,"0,41","0,22","0,16",BRC0805A,Nome não encontrado
Equivalente de folato,mcg,"2,11","1,16","0,84",BRC0805A,Nome não encontrado
Sal de adição,g,"0,47","0,26","0,19",BRC0805A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0805A,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0805A,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0805A,Nome não encontrado
Proteína animal,g,-,-,-,BRC0805A,Nome não encontrado
