componente,unidade,Valor por 100g,Colher sopa rasa (10 g),codigo_alimento,nome_alimento
Energia,kJ,78,7,BRC0019B,Nome não encontrado
Energia,kcal,19,1,BRC0019B,Nome não encontrado
Umidade,g,"93,8","9,38",BRC0019B,Nome não encontrado
Carboidrato total,g,"3,55","0,35",BRC0019B,Nome não encontrado
Carboidrato disponível,g,"1,16","0,12",BRC0019B,Nome não encontrado
Proteína,g,"1,66","0,17",BRC0019B,Nome não encontrado
Lipídios,g,"0,30","0,03",BRC0019B,Nome não encontrado
Fibra alimentar,g,"2,39","0,24",BRC0019B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0019B,Nome não encontrado
Cinzas,g,"0,65","0,07",BRC0019B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0019B,Nome não encontrado
Ácidos graxos saturados,g,"0,05","0,01",BRC0019B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,04","0,00",BRC0019B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,12","0,01",BRC0019B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0019B,Nome não encontrado
Cálcio,mg,"93,1","9,31",BRC0019B,Nome não encontrado
Ferro,mg,"0,65","0,06",BRC0019B,Nome não encontrado
Sódio,mg,"1,60","0,16",BRC0019B,Nome não encontrado
Magnésio,mg,"22,9","2,29",BRC0019B,Nome não encontrado
Fósforo,mg,"26,9","2,69",BRC0019B,Nome não encontrado
Potássio,mg,206,"20,6",BRC0019B,Nome não encontrado
Manganês,mg,"0,13","0,01",BRC0019B,Nome não encontrado
Zinco,mg,"0,27","0,03",BRC0019B,Nome não encontrado
Cobre,mg,"0,04","0,00",BRC0019B,Nome não encontrado
Selênio,mcg,"0,10","0,01",BRC0019B,Nome não encontrado
Vitamina A (RE),mcg,206,"20,7",BRC0019B,Nome não encontrado
Vitamina A (RAE),mcg,103,"10,3",BRC0019B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0019B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,87","0,09",BRC0019B,Nome não encontrado
Tiamina,mg,"0,03","0,00",BRC0019B,Nome não encontrado
Riboflavina,mg,"0,04","0,00",BRC0019B,Nome não encontrado
Niacina,mg,traços,traços,BRC0019B,Nome não encontrado
Vitamina B6,mg,"0,08","0,01",BRC0019B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0019B,Nome não encontrado
Vitamina C,mg,"31,8","3,18",BRC0019B,Nome não encontrado
Equivalente de folato,mcg,"39,0","3,90",BRC0019B,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0019B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0019B,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0019B,Nome não encontrado
Proteína vegetal,g,"1,66","0,17",BRC0019B,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0019B,Nome não encontrado
