componente,unidade,Valor por 100g,Colher servir cheia (55 g),Colher servir rasa (40 g),codigo_alimento,nome_alimento
Energia,kJ,583,320,233,BRC0553A,Nome não encontrado
Energia,kcal,140,76,55,BRC0553A,Nome não encontrado
Umidade,g,"68,6","37,8","27,5",BRC0553A,Nome não encontrado
Carboidrato total,g,"21,9","12,0","8,76",BRC0553A,Nome não encontrado
Carboidrato disponível,g,"20,1","11,1","8,05",BRC0553A,Nome não encontrado
Proteína,g,"3,52","1,94","1,41",BRC0553A,Nome não encontrado
Lipídios,g,"4,65","2,56","1,86",BRC0553A,Nome não encontrado
Fibra alimentar,g,"1,89","1,04","0,76",BRC0553A,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0553A,Nome não encontrado
Cinzas,g,"1,34","0,73","0,53",BRC0553A,Nome não encontrado
Colesterol,mg,"4,06","2,23","1,62",BRC0553A,Nome não encontrado
Ácidos graxos saturados,g,"1,32","0,73","0,53",BRC0553A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,24","0,68","0,49",BRC0553A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,68","0,93","0,67",BRC0553A,Nome não encontrado
Ácidos graxos trans,g,"0,05","0,03","0,02",BRC0553A,Nome não encontrado
Cálcio,mg,"48,7","26,8","19,5",BRC0553A,Nome não encontrado
Ferro,mg,"0,55","0,30","0,22",BRC0553A,Nome não encontrado
Sódio,mg,330,182,132,BRC0553A,Nome não encontrado
Magnésio,mg,"20,9","11,5","8,38",BRC0553A,Nome não encontrado
Fósforo,mg,"53,6","29,5","21,4",BRC0553A,Nome não encontrado
Potássio,mg,100,"55,5","40,3",BRC0553A,Nome não encontrado
Manganês,mg,"0,65","0,36","0,26",BRC0553A,Nome não encontrado
Zinco,mg,"0,64","0,35","0,26",BRC0553A,Nome não encontrado
Cobre,mg,"0,14","0,07","0,05",BRC0553A,Nome não encontrado
Selênio,mcg,"2,11","1,16","0,84",BRC0553A,Nome não encontrado
Vitamina A (RE),mcg,"56,5","31,1","22,6",BRC0553A,Nome não encontrado
Vitamina A (RAE),mcg,"30,9","17,0","12,4",BRC0553A,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0553A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,56","0,31","0,22",BRC0553A,Nome não encontrado
Tiamina,mg,"0,02","0,01","0,01",BRC0553A,Nome não encontrado
Riboflavina,mg,"0,02","0,01","0,01",BRC0553A,Nome não encontrado
Niacina,mg,"0,31","0,17","0,12",BRC0553A,Nome não encontrado
Vitamina B6,mg,"0,03","0,02","0,01",BRC0553A,Nome não encontrado
Vitamina B12,mcg,"0,13","0,07","0,05",BRC0553A,Nome não encontrado
Vitamina C,mg,"3,24","1,78","1,30",BRC0553A,Nome não encontrado
Equivalente de folato,mcg,"9,94","5,47","3,98",BRC0553A,Nome não encontrado
Sal de adição,g,"0,47","0,26","0,19",BRC0553A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0553A,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0553A,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0553A,Nome não encontrado
Proteína animal,g,-,-,-,BRC0553A,Nome não encontrado
