componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,447,245,BRC0512N,Nome não encontrado
Energia,kcal,106,58,BRC0512N,Nome não encontrado
Umidade,g,"77,2","42,4",BRC0512N,Nome não encontrado
Carboidrato total,g,"7,76","4,27",BRC0512N,Nome não encontrado
Carboidrato disponível,g,"6,58","3,62",BRC0512N,Nome não encontrado
Proteína,g,"10,5","5,75",BRC0512N,Nome não encontrado
Lipídios,g,"3,99","2,19",BRC0512N,Nome não encontrado
Fibra alimentar,g,"1,19","0,65",BRC0512N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0512N,Nome não encontrado
Cinzas,g,"0,64","0,35",BRC0512N,Nome não encontrado
Colesterol,mg,"37,4","20,5",BRC0512N,Nome não encontrado
Ácidos graxos saturados,g,"1,95","1,07",BRC0512N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,34","0,74",BRC0512N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,16","0,09",BRC0512N,Nome não encontrado
Ácidos graxos trans,g,"0,11","0,06",BRC0512N,Nome não encontrado
Cálcio,mg,"6,11","3,36",BRC0512N,Nome não encontrado
Ferro,mg,"0,99","0,54",BRC0512N,Nome não encontrado
Sódio,mg,"20,9","11,5",BRC0512N,Nome não encontrado
Magnésio,mg,"9,69","5,33",BRC0512N,Nome não encontrado
Fósforo,mg,"76,0","41,8",BRC0512N,Nome não encontrado
Potássio,mg,231,127,BRC0512N,Nome não encontrado
Manganês,mg,"0,09","0,05",BRC0512N,Nome não encontrado
Zinco,mg,"2,93","1,61",BRC0512N,Nome não encontrado
Cobre,mg,"0,06","0,03",BRC0512N,Nome não encontrado
Selênio,mcg,"0,33","0,18",BRC0512N,Nome não encontrado
Vitamina A (RE),mcg,129,"71,4",BRC0512N,Nome não encontrado
Vitamina A (RAE),mcg,"64,9","35,7",BRC0512N,Nome não encontrado
Vitamina D,mcg,"0,97","0,53",BRC0512N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,77","0,97",BRC0512N,Nome não encontrado
Tiamina,mg,"0,04","0,02",BRC0512N,Nome não encontrado
Riboflavina,mg,"0,01","0,01",BRC0512N,Nome não encontrado
Niacina,mg,"0,57","0,31",BRC0512N,Nome não encontrado
Vitamina B6,mg,"0,08","0,04",BRC0512N,Nome não encontrado
Vitamina B12,mcg,"0,94","0,52",BRC0512N,Nome não encontrado
Vitamina C,mg,"3,29","1,81",BRC0512N,Nome não encontrado
Equivalente de folato,mcg,"6,56","3,61",BRC0512N,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0512N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0512N,Nome não encontrado
Gordura de adição,g,-,-,BRC0512N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0512N,Nome não encontrado
Proteína animal,g,-,-,BRC0512N,Nome não encontrado
