componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,387,213,BRC0428N,Nome não encontrado
Energia,kcal,92,50,BRC0428N,Nome não encontrado
Umidade,g,"78,7","43,3",BRC0428N,Nome não encontrado
Carboidrato total,g,"16,3","8,95",BRC0428N,Nome não encontrado
Carboidrato disponível,g,"13,1","7,23",BRC0428N,Nome não encontrado
Proteína,g,"1,21","0,67",BRC0428N,Nome não encontrado
Lipídios,g,"3,20","1,76",BRC0428N,Nome não encontrado
Fibra alimentar,g,"3,13","1,72",BRC0428N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0428N,Nome não encontrado
Cinzas,g,"0,62","0,34",BRC0428N,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0428N,Nome não encontrado
Ácidos graxos saturados,g,"0,88","0,48",BRC0428N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,59","0,87",BRC0428N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,52","0,29",BRC0428N,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0428N,Nome não encontrado
Cálcio,mg,"5,72","3,15",BRC0428N,Nome não encontrado
Ferro,mg,"0,25","0,14",BRC0428N,Nome não encontrado
Sódio,mg,"0,00","0,00",BRC0428N,Nome não encontrado
Magnésio,mg,"24,0","13,2",BRC0428N,Nome não encontrado
Fósforo,mg,"20,8","11,4",BRC0428N,Nome não encontrado
Potássio,mg,260,143,BRC0428N,Nome não encontrado
Manganês,mg,"0,33","0,18",BRC0428N,Nome não encontrado
Zinco,mg,"0,20","0,11",BRC0428N,Nome não encontrado
Cobre,mg,"0,10","0,06",BRC0428N,Nome não encontrado
Selênio,mcg,"0,17","0,09",BRC0428N,Nome não encontrado
Vitamina A (RE),mcg,"15,9","8,74",BRC0428N,Nome não encontrado
Vitamina A (RAE),mcg,"7,95","4,37",BRC0428N,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0428N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,04","0,02",BRC0428N,Nome não encontrado
Tiamina,mg,"0,00","0,00",BRC0428N,Nome não encontrado
Riboflavina,mg,"0,02","0,01",BRC0428N,Nome não encontrado
Niacina,mg,"0,00","0,00",BRC0428N,Nome não encontrado
Vitamina B6,mg,"0,06","0,03",BRC0428N,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0428N,Nome não encontrado
Vitamina C,mg,"9,28","5,10",BRC0428N,Nome não encontrado
Equivalente de folato,mcg,"32,2","17,7",BRC0428N,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0428N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0428N,Nome não encontrado
Gordura de adição,g,-,-,BRC0428N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0428N,Nome não encontrado
Proteína animal,g,-,-,BRC0428N,Nome não encontrado
