componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (30 g),codigo_alimento,nome_alimento
Energia,kJ,672,201,BRC0036N,Nome não encontrado
Energia,kcal,161,48,BRC0036N,Nome não encontrado
Umidade,g,"68,2","20,5",BRC0036N,Nome não encontrado
Carboidrato total,g,"0,42","0,12",BRC0036N,Nome não encontrado
Carboidrato disponível,g,"0,42","0,12",BRC0036N,Nome não encontrado
Proteína,g,"18,7","5,60",BRC0036N,Nome não encontrado
Lipídios,g,"9,40","2,82",BRC0036N,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0036N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0036N,Nome não encontrado
Cinzas,g,"3,30","0,99",BRC0036N,Nome não encontrado
Colesterol,mg,"28,9","8,66",BRC0036N,Nome não encontrado
Ácidos graxos saturados,g,"5,31","1,59",BRC0036N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,70","0,81",BRC0036N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,19","0,06",BRC0036N,Nome não encontrado
Ácidos graxos trans,g,"0,31","0,09",BRC0036N,Nome não encontrado
Cálcio,mg,419,125,BRC0036N,Nome não encontrado
Ferro,mg,"0,67","0,20",BRC0036N,Nome não encontrado
Sódio,mg,"22,6","6,79",BRC0036N,Nome não encontrado
Magnésio,mg,"4,99","1,50",BRC0036N,Nome não encontrado
Fósforo,mg,"89,3","26,8",BRC0036N,Nome não encontrado
Potássio,mg,"75,9","22,8",BRC0036N,Nome não encontrado
Manganês,mg,"0,01","0,00",BRC0036N,Nome não encontrado
Zinco,mg,"0,21","0,06",BRC0036N,Nome não encontrado
Cobre,mg,traços,traços,BRC0036N,Nome não encontrado
Selênio,mcg,,,BRC0036N,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0036N,Nome não encontrado
Vitamina A (RAE),mcg,,,BRC0036N,Nome não encontrado
Vitamina D,mcg,"1,07","0,32",BRC0036N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,15","0,04",BRC0036N,Nome não encontrado
Tiamina,mg,traços,traços,BRC0036N,Nome não encontrado
Riboflavina,mg,"0,18","0,05",BRC0036N,Nome não encontrado
Niacina,mg,traços,traços,BRC0036N,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0036N,Nome não encontrado
Vitamina B12,mcg,"1,10","0,33",BRC0036N,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0036N,Nome não encontrado
Equivalente de folato,mcg,"4,58","1,37",BRC0036N,Nome não encontrado
Sal de adição,g,,,BRC0036N,Nome não encontrado
Açúcar de adição,g,,,BRC0036N,Nome não encontrado
Gordura de adição,g,,,BRC0036N,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0036N,Nome não encontrado
Proteína animal,g,"18,7","5,60",BRC0036N,Nome não encontrado
