componente,unidade,Valor por 100g,Colher servir cheia (55 g),Colher servir rasa (40 g),codigo_alimento,nome_alimento
Energia,kJ,446,245,178,BRC0523A,Nome não encontrado
Energia,kcal,108,59,43,BRC0523A,Nome não encontrado
Umidade,g,"74,7","41,1","29,9",BRC0523A,Nome não encontrado
Carboidrato total,g,"13,0","7,14","5,19",BRC0523A,Nome não encontrado
Carboidrato disponível,g,"11,4","6,28","4,56",BRC0523A,Nome não encontrado
Proteína,g,"8,72","4,80","3,49",BRC0523A,Nome não encontrado
Lipídios,g,"2,65","1,46","1,06",BRC0523A,Nome não encontrado
Fibra alimentar,g,"1,56","0,86","0,62",BRC0523A,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0523A,Nome não encontrado
Cinzas,g,"0,99","0,55","0,40",BRC0523A,Nome não encontrado
Colesterol,mg,"68,1","37,4","27,2",BRC0523A,Nome não encontrado
Ácidos graxos saturados,g,"0,52","0,29","0,21",BRC0523A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,63","0,35","0,25",BRC0523A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,27","0,70","0,51",BRC0523A,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,00","0,00",BRC0523A,Nome não encontrado
Cálcio,mg,"21,3","11,7","8,51",BRC0523A,Nome não encontrado
Ferro,mg,"5,59","3,07","2,24",BRC0523A,Nome não encontrado
Sódio,mg,163,"90,2","65,6",BRC0523A,Nome não encontrado
Magnésio,mg,"23,6","13,0","9,44",BRC0523A,Nome não encontrado
Fósforo,mg,"86,8","47,8","34,7",BRC0523A,Nome não encontrado
Potássio,mg,108,"59,5","43,2",BRC0523A,Nome não encontrado
Manganês,mg,"0,26","0,14","0,10",BRC0523A,Nome não encontrado
Zinco,mg,"0,94","0,52","0,38",BRC0523A,Nome não encontrado
Cobre,mg,"0,42","0,23","0,17",BRC0523A,Nome não encontrado
Selênio,mcg,"0,54","0,30","0,22",BRC0523A,Nome não encontrado
Vitamina A (RE),mcg,"5,96","3,28","2,38",BRC0523A,Nome não encontrado
Vitamina A (RAE),mcg,"6,71","3,69","2,68",BRC0523A,Nome não encontrado
Vitamina D,mcg,"0,01","0,01","0,00",BRC0523A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,56","0,31","0,22",BRC0523A,Nome não encontrado
Tiamina,mg,"0,08","0,04","0,03",BRC0523A,Nome não encontrado
Riboflavina,mg,"0,03","0,02","0,01",BRC0523A,Nome não encontrado
Niacina,mg,"0,38","0,21","0,15",BRC0523A,Nome não encontrado
Vitamina B6,mg,"0,05","0,03","0,02",BRC0523A,Nome não encontrado
Vitamina B12,mcg,"1,63","0,89","0,65",BRC0523A,Nome não encontrado
Vitamina C,mg,"2,72","1,50","1,09",BRC0523A,Nome não encontrado
Equivalente de folato,mcg,"13,9","7,64","5,56",BRC0523A,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0523A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0523A,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0523A,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0523A,Nome não encontrado
Proteína animal,g,-,-,-,BRC0523A,Nome não encontrado
