componente,unidade,Valor por 100g,Colher servir cheia (55 g),Colher servir rasa (40 g),codigo_alimento,nome_alimento
Energia,kJ,497,273,198,BRC0545A,Nome não encontrado
Energia,kcal,118,64,47,BRC0545A,Nome não encontrado
Umidade,g,"72,3","39,8","28,9",BRC0545A,Nome não encontrado
Carboidrato total,g,"22,3","12,3","8,93",BRC0545A,Nome não encontrado
Carboidrato disponível,g,"20,5","11,3","8,20",BRC0545A,Nome não encontrado
Proteína,g,"2,51","1,38","1,00",BRC0545A,Nome não encontrado
Lipídios,g,"2,46","1,35","0,98",BRC0545A,Nome não encontrado
Fibra alimentar,g,"1,83","1,01","0,73",BRC0545A,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0545A,Nome não encontrado
Cinzas,g,"0,41","0,23","0,16",BRC0545A,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0545A,Nome não encontrado
Ácidos graxos saturados,g,"0,44","0,24","0,18",BRC0545A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,51","0,28","0,20",BRC0545A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,32","0,73","0,53",BRC0545A,Nome não encontrado
Ácidos graxos trans,g,"0,04","0,02","0,02",BRC0545A,Nome não encontrado
Cálcio,mg,"18,8","10,3","7,52",BRC0545A,Nome não encontrado
Ferro,mg,"0,40","0,22","0,16",BRC0545A,Nome não encontrado
Sódio,mg,"1,80","0,99","0,72",BRC0545A,Nome não encontrado
Magnésio,mg,"21,4","11,8","8,57",BRC0545A,Nome não encontrado
Fósforo,mg,"28,5","15,7","11,4",BRC0545A,Nome não encontrado
Potássio,mg,"86,1","47,3","34,4",BRC0545A,Nome não encontrado
Manganês,mg,"0,74","0,41","0,30",BRC0545A,Nome não encontrado
Zinco,mg,"0,44","0,24","0,18",BRC0545A,Nome não encontrado
Cobre,mg,"0,14","0,07","0,05",BRC0545A,Nome não encontrado
Selênio,mcg,"1,26","0,69","0,50",BRC0545A,Nome não encontrado
Vitamina A (RE),mcg,"90,8","49,9","36,3",BRC0545A,Nome não encontrado
Vitamina A (RAE),mcg,"45,4","25,0","18,2",BRC0545A,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0545A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,76","0,42","0,30",BRC0545A,Nome não encontrado
Tiamina,mg,"0,02","0,01","0,01",BRC0545A,Nome não encontrado
Riboflavina,mg,"0,01","0,00","0,00",BRC0545A,Nome não encontrado
Niacina,mg,"0,00","0,00","0,00",BRC0545A,Nome não encontrado
Vitamina B6,mg,"0,02","0,01","0,01",BRC0545A,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0545A,Nome não encontrado
Vitamina C,mg,"12,3","6,77","4,92",BRC0545A,Nome não encontrado
Equivalente de folato,mcg,"23,0","12,6","9,18",BRC0545A,Nome não encontrado
Sal de adição,g,"0,47","0,26","0,19",BRC0545A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0545A,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0545A,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0545A,Nome não encontrado
Proteína animal,g,-,-,-,BRC0545A,Nome não encontrado
