componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (25 g),codigo_alimento,nome_alimento
Energia,kJ,147,36,BRC0231B,Nome não encontrado
Energia,kcal,35,8,BRC0231B,Nome não encontrado
Umidade,g,"93,2","23,3",BRC0231B,Nome não encontrado
Carboidrato total,g,"2,76","0,69",BRC0231B,Nome não encontrado
Carboidrato disponível,g,"1,29","0,32",BRC0231B,Nome não encontrado
Proteína,g,"0,96","0,24",BRC0231B,Nome não encontrado
Lipídios,g,"2,61","0,65",BRC0231B,Nome não encontrado
Fibra alimentar,g,"1,47","0,37",BRC0231B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0231B,Nome não encontrado
Cinzas,g,"0,42","0,11",BRC0231B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0231B,Nome não encontrado
Ácidos graxos saturados,g,"0,48","0,12",BRC0231B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,56","0,14",BRC0231B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,55","0,39",BRC0231B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0231B,Nome não encontrado
Cálcio,mg,"15,5","3,87",BRC0231B,Nome não encontrado
Ferro,mg,"0,15","0,04",BRC0231B,Nome não encontrado
Sódio,mg,"0,77","0,19",BRC0231B,Nome não encontrado
Magnésio,mg,"15,6","3,90",BRC0231B,Nome não encontrado
Fósforo,mg,"20,8","5,20",BRC0231B,Nome não encontrado
Potássio,mg,116,"29,1",BRC0231B,Nome não encontrado
Manganês,mg,"0,10","0,02",BRC0231B,Nome não encontrado
Zinco,mg,"0,24","0,06",BRC0231B,Nome não encontrado
Cobre,mg,"0,02","0,00",BRC0231B,Nome não encontrado
Selênio,mcg,"0,07","0,02",BRC0231B,Nome não encontrado
Vitamina A (RE),mcg,"74,5","18,6",BRC0231B,Nome não encontrado
Vitamina A (RAE),mcg,"37,2","9,31",BRC0231B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0231B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,37","0,09",BRC0231B,Nome não encontrado
Tiamina,mg,"0,05","0,01",BRC0231B,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0231B,Nome não encontrado
Niacina,mg,traços,traços,BRC0231B,Nome não encontrado
Vitamina B6,mg,"0,06","0,01",BRC0231B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0231B,Nome não encontrado
Vitamina C,mg,"1,97","0,49",BRC0231B,Nome não encontrado
Equivalente de folato,mcg,"25,6","6,40",BRC0231B,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0231B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0231B,Nome não encontrado
Gordura de adição,g,-,-,BRC0231B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0231B,Nome não encontrado
Proteína animal,g,-,-,BRC0231B,Nome não encontrado
