componente,unidade,Valor por 100g,Porção Média (120 g),codigo_alimento,nome_alimento
Energia,kJ,461,552,BRC0137F,Nome não encontrado
Energia,kcal,109,131,BRC0137F,Nome não encontrado
Umidade,g,"75,8","91,0",BRC0137F,Nome não encontrado
Carboidrato total,g,"0,00","0,00",BRC0137F,Nome não encontrado
Carboidrato disponível,g,"0,00","0,00",BRC0137F,Nome não encontrado
Proteína,g,"20,8","24,9",BRC0137F,Nome não encontrado
Lipídios,g,"2,90","3,47",BRC0137F,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0137F,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0137F,Nome não encontrado
Cinzas,g,"0,53","0,64",BRC0137F,Nome não encontrado
Colesterol,mg,"37,1","44,6",BRC0137F,Nome não encontrado
Ácidos graxos saturados,g,"1,13","1,36",BRC0137F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,18","1,42",BRC0137F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,16","0,19",BRC0137F,Nome não encontrado
Ácidos graxos trans,g,,,BRC0137F,Nome não encontrado
Cálcio,mg,"6,63","7,96",BRC0137F,Nome não encontrado
Ferro,mg,"2,96","3,55",BRC0137F,Nome não encontrado
Sódio,mg,"67,0","80,4",BRC0137F,Nome não encontrado
Magnésio,mg,"24,4","29,2",BRC0137F,Nome não encontrado
Fósforo,mg,208,250,BRC0137F,Nome não encontrado
Potássio,mg,333,399,BRC0137F,Nome não encontrado
Manganês,mg,,,BRC0137F,Nome não encontrado
Zinco,mg,"3,59","4,30",BRC0137F,Nome não encontrado
Cobre,mg,,,BRC0137F,Nome não encontrado
Selênio,mcg,,,BRC0137F,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0137F,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0137F,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0137F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,00","0,00",BRC0137F,Nome não encontrado
Tiamina,mg,"0,15","0,18",BRC0137F,Nome não encontrado
Riboflavina,mg,"0,31","0,37",BRC0137F,Nome não encontrado
Niacina,mg,"5,42","6,50",BRC0137F,Nome não encontrado
Vitamina B6,mg,"0,40","0,47",BRC0137F,Nome não encontrado
Vitamina B12,mcg,"2,93","3,52",BRC0137F,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0137F,Nome não encontrado
Equivalente de folato,mcg,,,BRC0137F,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0137F,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0137F,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0137F,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0137F,Nome não encontrado
Proteína animal,g,"20,7","24,9",BRC0137F,Nome não encontrado
