componente,unidade,Valor por 100g,Colher sopa cheia (15 g),codigo_alimento,nome_alimento
Energia,kJ,1497,224,BRC0005A,Nome não encontrado
Energia,kcal,355,53,BRC0005A,Nome não encontrado
Umidade,g,"8,79","1,32",BRC0005A,Nome não encontrado
Carboidrato total,g,"76,4","11,5",BRC0005A,Nome não encontrado
Carboidrato disponível,g,"65,2","9,78",BRC0005A,Nome não encontrado
Proteína,g,"10,0","1,51",BRC0005A,Nome não encontrado
Lipídios,g,"3,48","0,52",BRC0005A,Nome não encontrado
Fibra alimentar,g,"11,2","1,68",BRC0005A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0005A,Nome não encontrado
Cinzas,g,"1,34","0,20",BRC0005A,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0005A,Nome não encontrado
Ácidos graxos saturados,g,"0,49","0,07",BRC0005A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,92","0,14",BRC0005A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,59","0,24",BRC0005A,Nome não encontrado
Ácidos graxos trans,g,,,BRC0005A,Nome não encontrado
Cálcio,mg,"2,65","0,40",BRC0005A,Nome não encontrado
Ferro,mg,"1,09","0,16",BRC0005A,Nome não encontrado
Sódio,mg,"4,06","0,61",BRC0005A,Nome não encontrado
Magnésio,mg,"85,2","12,8",BRC0005A,Nome não encontrado
Fósforo,mg,211,"31,7",BRC0005A,Nome não encontrado
Potássio,mg,240,"36,0",BRC0005A,Nome não encontrado
Manganês,mg,"0,61","0,09",BRC0005A,Nome não encontrado
Zinco,mg,"1,92","0,29",BRC0005A,Nome não encontrado
Cobre,mg,"0,43","0,06",BRC0005A,Nome não encontrado
Selênio,mcg,"15,0","2,24",BRC0005A,Nome não encontrado
Vitamina A (RE),mcg,"15,7","2,36",BRC0005A,Nome não encontrado
Vitamina A (RAE),mcg,"7,85","1,18",BRC0005A,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0005A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,36","0,05",BRC0005A,Nome não encontrado
Tiamina,mg,"0,03","0,00",BRC0005A,Nome não encontrado
Riboflavina,mg,"0,03","0,00",BRC0005A,Nome não encontrado
Niacina,mg,"3,50","0,53",BRC0005A,Nome não encontrado
Vitamina B6,mg,"0,60","0,09",BRC0005A,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0005A,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0005A,Nome não encontrado
Equivalente de folato,mcg,"18,4","2,76",BRC0005A,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0005A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0005A,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0005A,Nome não encontrado
Proteína vegetal,g,"10,0","1,51",BRC0005A,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0005A,Nome não encontrado
