componente,unidade,Valor por 100g,Colher servir cheia (55 g),Colher servir rasa (40 g),codigo_alimento,nome_alimento
Energia,kJ,740,407,296,BRC0728A,Nome não encontrado
Energia,kcal,178,97,71,BRC0728A,Nome não encontrado
Umidade,g,"65,9","36,3","26,4",BRC0728A,Nome não encontrado
Carboidrato total,g,"20,1","11,0","8,03",BRC0728A,Nome não encontrado
Carboidrato disponível,g,"15,9","8,76","6,37",BRC0728A,Nome não encontrado
Proteína,g,"2,45","1,34","0,98",BRC0728A,Nome não encontrado
Lipídios,g,"10,7","5,87","4,27",BRC0728A,Nome não encontrado
Fibra alimentar,g,"4,15","2,28","1,66",BRC0728A,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0728A,Nome não encontrado
Cinzas,g,"0,89","0,49","0,35",BRC0728A,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0728A,Nome não encontrado
Ácidos graxos saturados,g,"0,46","0,25","0,18",BRC0728A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,65","0,36","0,26",BRC0728A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,26","0,69","0,50",BRC0728A,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,00","0,00",BRC0728A,Nome não encontrado
Cálcio,mg,"11,4","6,28","4,57",BRC0728A,Nome não encontrado
Ferro,mg,"0,26","0,14","0,10",BRC0728A,Nome não encontrado
Sódio,mg,188,103,"75,4",BRC0728A,Nome não encontrado
Magnésio,mg,"24,8","13,6","9,92",BRC0728A,Nome não encontrado
Fósforo,mg,"40,6","22,4","16,3",BRC0728A,Nome não encontrado
Potássio,mg,"79,9","43,9","32,0",BRC0728A,Nome não encontrado
Manganês,mg,"0,34","0,18","0,13",BRC0728A,Nome não encontrado
Zinco,mg,"0,36","0,20","0,14",BRC0728A,Nome não encontrado
Cobre,mg,"0,11","0,06","0,04",BRC0728A,Nome não encontrado
Selênio,mcg,"0,59","0,33","0,24",BRC0728A,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00","0,00",BRC0728A,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00","0,00",BRC0728A,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0728A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,39","0,21","0,16",BRC0728A,Nome não encontrado
Tiamina,mg,"0,09","0,05","0,04",BRC0728A,Nome não encontrado
Riboflavina,mg,"0,10","0,06","0,04",BRC0728A,Nome não encontrado
Niacina,mg,"0,54","0,30","0,22",BRC0728A,Nome não encontrado
Vitamina B6,mg,"0,08","0,04","0,03",BRC0728A,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0728A,Nome não encontrado
Vitamina C,mg,"4,37","2,40","1,75",BRC0728A,Nome não encontrado
Equivalente de folato,mcg,"5,39","2,96","2,15",BRC0728A,Nome não encontrado
Sal de adição,g,"0,47","0,26","0,19",BRC0728A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0728A,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0728A,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0728A,Nome não encontrado
Proteína animal,g,-,-,-,BRC0728A,Nome não encontrado
