componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,518,285,BRC0560N,Nome não encontrado
Energia,kcal,123,67,BRC0560N,Nome não encontrado
Umidade,g,"72,1","39,6",BRC0560N,Nome não encontrado
Carboidrato total,g,"10,3","5,69",BRC0560N,Nome não encontrado
Carboidrato disponível,g,"9,25","5,09",BRC0560N,Nome não encontrado
Proteína,g,"12,6","6,93",BRC0560N,Nome não encontrado
Lipídios,g,"3,73","2,05",BRC0560N,Nome não encontrado
Fibra alimentar,g,"1,09","0,60",BRC0560N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0560N,Nome não encontrado
Cinzas,g,"1,25","0,69",BRC0560N,Nome não encontrado
Colesterol,mg,241,132,BRC0560N,Nome não encontrado
Ácidos graxos saturados,g,"1,92","1,06",BRC0560N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,90","0,50",BRC0560N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,47","0,26",BRC0560N,Nome não encontrado
Ácidos graxos trans,g,"0,05","0,03",BRC0560N,Nome não encontrado
Cálcio,mg,"11,5","6,35",BRC0560N,Nome não encontrado
Ferro,mg,"2,44","1,34",BRC0560N,Nome não encontrado
Sódio,mg,134,"74,1",BRC0560N,Nome não encontrado
Magnésio,mg,"9,69","5,33",BRC0560N,Nome não encontrado
Fósforo,mg,178,"98,3",BRC0560N,Nome não encontrado
Potássio,mg,204,112,BRC0560N,Nome não encontrado
Manganês,mg,"0,16","0,09",BRC0560N,Nome não encontrado
Zinco,mg,"1,70","0,94",BRC0560N,Nome não encontrado
Cobre,mg,"5,06","2,79",BRC0560N,Nome não encontrado
Selênio,mcg,"0,09","0,05",BRC0560N,Nome não encontrado
Vitamina A (RE),mcg,6337,3485,BRC0560N,Nome não encontrado
Vitamina A (RAE),mcg,6084,3346,BRC0560N,Nome não encontrado
Vitamina D,mcg,"0,83","0,45",BRC0560N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,79","0,43",BRC0560N,Nome não encontrado
Tiamina,mg,"0,12","0,07",BRC0560N,Nome não encontrado
Riboflavina,mg,"1,08","0,59",BRC0560N,Nome não encontrado
Niacina,mg,"5,94","3,26",BRC0560N,Nome não encontrado
Vitamina B6,mg,"0,03","0,02",BRC0560N,Nome não encontrado
Vitamina B12,mcg,"30,9","17,0",BRC0560N,Nome não encontrado
Vitamina C,mg,"11,6","6,36",BRC0560N,Nome não encontrado
Equivalente de folato,mcg,114,"62,9",BRC0560N,Nome não encontrado
Sal de adição,g,"0,25","0,14",BRC0560N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0560N,Nome não encontrado
Gordura de adição,g,-,-,BRC0560N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0560N,Nome não encontrado
Proteína animal,g,-,-,BRC0560N,Nome não encontrado
