componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (100 g),codigo_alimento,nome_alimento
Energia,kJ,479,479,BRC0161E,Nome não encontrado
Energia,kcal,114,114,BRC0161E,Nome não encontrado
Umidade,g,"77,2","77,2",BRC0161E,Nome não encontrado
Carboidrato total,g,"0,03","0,03",BRC0161E,Nome não encontrado
Carboidrato disponível,g,"0,00","0,00",BRC0161E,Nome não encontrado
Proteína,g,"16,0","16,0",BRC0161E,Nome não encontrado
Lipídios,g,"5,48","5,48",BRC0161E,Nome não encontrado
Fibra alimentar,g,"0,51","0,51",BRC0161E,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0161E,Nome não encontrado
Cinzas,g,"1,29","1,29",BRC0161E,Nome não encontrado
Colesterol,mg,"48,9","48,9",BRC0161E,Nome não encontrado
Ácidos graxos saturados,g,"0,93","0,93",BRC0161E,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,55","2,55",BRC0161E,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,49","1,49",BRC0161E,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,01",BRC0161E,Nome não encontrado
Cálcio,mg,"17,5","17,5",BRC0161E,Nome não encontrado
Ferro,mg,"0,25","0,25",BRC0161E,Nome não encontrado
Sódio,mg,172,172,BRC0161E,Nome não encontrado
Magnésio,mg,"21,7","21,7",BRC0161E,Nome não encontrado
Fósforo,mg,138,138,BRC0161E,Nome não encontrado
Potássio,mg,313,313,BRC0161E,Nome não encontrado
Manganês,mg,"0,03","0,03",BRC0161E,Nome não encontrado
Zinco,mg,"0,29","0,29",BRC0161E,Nome não encontrado
Cobre,mg,"0,03","0,03",BRC0161E,Nome não encontrado
Selênio,mcg,"32,1","32,1",BRC0161E,Nome não encontrado
Vitamina A (RE),mcg,"29,7","29,7",BRC0161E,Nome não encontrado
Vitamina A (RAE),mcg,"16,1","16,1",BRC0161E,Nome não encontrado
Vitamina D,mcg,"4,26","4,26",BRC0161E,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,25","1,25",BRC0161E,Nome não encontrado
Tiamina,mg,"0,03","0,03",BRC0161E,Nome não encontrado
Riboflavina,mg,"0,04","0,04",BRC0161E,Nome não encontrado
Niacina,mg,"0,55","0,55",BRC0161E,Nome não encontrado
Vitamina B6,mg,"0,01","0,01",BRC0161E,Nome não encontrado
Vitamina B12,mcg,"2,07","2,07",BRC0161E,Nome não encontrado
Vitamina C,mg,"4,07","4,07",BRC0161E,Nome não encontrado
Equivalente de folato,mcg,"14,3","14,3",BRC0161E,Nome não encontrado
Sal de adição,g,"0,45","0,45",BRC0161E,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0161E,Nome não encontrado
Gordura de adição,g,-,-,BRC0161E,Nome não encontrado
Proteína vegetal,g,-,-,BRC0161E,Nome não encontrado
Proteína animal,g,-,-,BRC0161E,Nome não encontrado
