componente,unidade,Valor por 100g,Colher servir cheia (55 g),Colher servir rasa (40 g),codigo_alimento,nome_alimento
Energia,kJ,436,239,174,BRC0714A,Nome não encontrado
Energia,kcal,103,56,41,BRC0714A,Nome não encontrado
Umidade,g,"75,6","41,6","30,2",BRC0714A,Nome não encontrado
Carboidrato total,g,"13,9","7,67","5,58",BRC0714A,Nome não encontrado
Carboidrato disponível,g,"12,8","7,06","5,14",BRC0714A,Nome não encontrado
Proteína,g,"6,24","3,43","2,50",BRC0714A,Nome não encontrado
Lipídios,g,"2,78","1,53","1,11",BRC0714A,Nome não encontrado
Fibra alimentar,g,"1,11","0,61","0,44",BRC0714A,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0714A,Nome não encontrado
Cinzas,g,"1,48","0,81","0,59",BRC0714A,Nome não encontrado
Colesterol,mg,"5,96","3,28","2,39",BRC0714A,Nome não encontrado
Ácidos graxos saturados,g,"0,48","0,26","0,19",BRC0714A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,62","0,34","0,25",BRC0714A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,42","0,78","0,57",BRC0714A,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,00","0,00",BRC0714A,Nome não encontrado
Cálcio,mg,"14,3","7,85","5,71",BRC0714A,Nome não encontrado
Ferro,mg,"13,0","7,13","5,18",BRC0714A,Nome não encontrado
Sódio,mg,300,165,120,BRC0714A,Nome não encontrado
Magnésio,mg,"19,1","10,5","7,64",BRC0714A,Nome não encontrado
Fósforo,mg,"63,2","34,8","25,3",BRC0714A,Nome não encontrado
Potássio,mg,131,"72,5","52,7",BRC0714A,Nome não encontrado
Manganês,mg,"0,46","0,25","0,18",BRC0714A,Nome não encontrado
Zinco,mg,"1,19","0,65","0,47",BRC0714A,Nome não encontrado
Cobre,mg,"0,96","0,53","0,38",BRC0714A,Nome não encontrado
Selênio,mcg,"0,74","0,41","0,30",BRC0714A,Nome não encontrado
Vitamina A (RE),mcg,"22,2","12,2","8,86",BRC0714A,Nome não encontrado
Vitamina A (RAE),mcg,"23,2","12,8","9,29",BRC0714A,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0714A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,44","0,24","0,17",BRC0714A,Nome não encontrado
Tiamina,mg,"0,07","0,04","0,03",BRC0714A,Nome não encontrado
Riboflavina,mg,"0,07","0,04","0,03",BRC0714A,Nome não encontrado
Niacina,mg,"0,52","0,28","0,21",BRC0714A,Nome não encontrado
Vitamina B6,mg,"0,05","0,03","0,02",BRC0714A,Nome não encontrado
Vitamina B12,mcg,"3,59","1,97","1,43",BRC0714A,Nome não encontrado
Vitamina C,mg,"12,9","7,11","5,17",BRC0714A,Nome não encontrado
Equivalente de folato,mcg,"18,5","10,2","7,42",BRC0714A,Nome não encontrado
Sal de adição,g,"0,47","0,26","0,19",BRC0714A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0714A,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0714A,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0714A,Nome não encontrado
Proteína animal,g,-,-,-,BRC0714A,Nome não encontrado
