componente,unidade,Valor por 100g,Colher sopa cheia (15 g),codigo_alimento,nome_alimento
Energia,kJ,1772,265,BRC0135A,Nome não encontrado
Energia,kcal,424,63,BRC0135A,Nome não encontrado
Umidade,g,"11,5","1,73",BRC0135A,Nome não encontrado
Carboidrato total,g,"57,5","8,62",BRC0135A,Nome não encontrado
Carboidrato disponível,g,"46,5","6,97",BRC0135A,Nome não encontrado
Proteína,g,"7,80","1,17",BRC0135A,Nome não encontrado
Lipídios,g,"20,6","3,09",BRC0135A,Nome não encontrado
Fibra alimentar,g,"11,0","1,65",BRC0135A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0135A,Nome não encontrado
Cinzas,g,"2,65","0,40",BRC0135A,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0135A,Nome não encontrado
Ácidos graxos saturados,g,"3,23","0,48",BRC0135A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"4,64","0,70",BRC0135A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"11,0","1,65",BRC0135A,Nome não encontrado
Ácidos graxos trans,g,,,BRC0135A,Nome não encontrado
Cálcio,mg,"3,58","0,54",BRC0135A,Nome não encontrado
Ferro,mg,"1,77","0,27",BRC0135A,Nome não encontrado
Sódio,mg,608,"91,2",BRC0135A,Nome não encontrado
Magnésio,mg,"70,8","10,6",BRC0135A,Nome não encontrado
Fósforo,mg,178,"26,7",BRC0135A,Nome não encontrado
Potássio,mg,163,"24,5",BRC0135A,Nome não encontrado
Manganês,mg,"0,56","0,08",BRC0135A,Nome não encontrado
Zinco,mg,"2,78","0,42",BRC0135A,Nome não encontrado
Cobre,mg,"0,15","0,02",BRC0135A,Nome não encontrado
Selênio,mcg,,,BRC0135A,Nome não encontrado
Vitamina A (RE),mcg,"7,40","1,11",BRC0135A,Nome não encontrado
Vitamina A (RAE),mcg,"3,78","0,57",BRC0135A,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0135A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"12,8","1,92",BRC0135A,Nome não encontrado
Tiamina,mg,"0,12","0,02",BRC0135A,Nome não encontrado
Riboflavina,mg,"0,05","0,01",BRC0135A,Nome não encontrado
Niacina,mg,"1,07","0,16",BRC0135A,Nome não encontrado
Vitamina B6,mg,"0,10","0,01",BRC0135A,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0135A,Nome não encontrado
Vitamina C,mg,"0,27","0,04",BRC0135A,Nome não encontrado
Equivalente de folato,mcg,"22,4","3,36",BRC0135A,Nome não encontrado
Sal de adição,g,,,BRC0135A,Nome não encontrado
Açúcar de adição,g,,,BRC0135A,Nome não encontrado
Gordura de adição,g,,,BRC0135A,Nome não encontrado
Proteína vegetal,g,,,BRC0135A,Nome não encontrado
Proteína animal,g,,,BRC0135A,Nome não encontrado
