componente,unidade,Valor por 100g,Colher servir cheia (60 g),Colher servir rasa (40 g),codigo_alimento,nome_alimento
Energia,kJ,380,227,151,BRC0866B,Nome não encontrado
Energia,kcal,90,53,35,BRC0866B,Nome não encontrado
Umidade,g,"75,3","45,2","30,1",BRC0866B,Nome não encontrado
Carboidrato total,g,"20,5","12,3","8,22",BRC0866B,Nome não encontrado
Carboidrato disponível,g,"18,8","11,3","7,50",BRC0866B,Nome não encontrado
Proteína,g,"2,53","1,52","1,01",BRC0866B,Nome não encontrado
Lipídios,g,"0,10","0,06","0,04",BRC0866B,Nome não encontrado
Fibra alimentar,g,"1,79","1,08","0,72",BRC0866B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0866B,Nome não encontrado
Cinzas,g,"1,53","0,92","0,61",BRC0866B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0866B,Nome não encontrado
Ácidos graxos saturados,g,"0,04","0,02","0,01",BRC0866B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,01","0,01","0,00",BRC0866B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,03","0,02","0,01",BRC0866B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0866B,Nome não encontrado
Cálcio,mg,"9,45","5,67","3,78",BRC0866B,Nome não encontrado
Ferro,mg,"0,61","0,37","0,24",BRC0866B,Nome não encontrado
Sódio,mg,187,112,"75,2",BRC0866B,Nome não encontrado
Magnésio,mg,"19,3","11,6","7,73",BRC0866B,Nome não encontrado
Fósforo,mg,"54,2","32,5","21,7",BRC0866B,Nome não encontrado
Potássio,mg,547,328,218,BRC0866B,Nome não encontrado
Manganês,mg,"0,17","0,10","0,07",BRC0866B,Nome não encontrado
Zinco,mg,"0,34","0,21","0,14",BRC0866B,Nome não encontrado
Cobre,mg,"0,13","0,08","0,05",BRC0866B,Nome não encontrado
Selênio,mcg,"0,39","0,23","0,16",BRC0866B,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00","0,00",BRC0866B,Nome não encontrado
Vitamina A (RAE),mcg,"0,52","0,31","0,21",BRC0866B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0866B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,01","0,01","0,01",BRC0866B,Nome não encontrado
Tiamina,mg,"0,11","0,07","0,04",BRC0866B,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0866B,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0866B,Nome não encontrado
Vitamina B6,mg,"0,19","0,12","0,08",BRC0866B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0866B,Nome não encontrado
Vitamina C,mg,"34,8","20,9","13,9",BRC0866B,Nome não encontrado
Equivalente de folato,mcg,"16,5","9,89","6,59",BRC0866B,Nome não encontrado
Sal de adição,g,"0,47","0,28","0,19",BRC0866B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0866B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0866B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0866B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0866B,Nome não encontrado
