componente,unidade,Valor por 100g,Colher sopa rasa (15 g),codigo_alimento,nome_alimento
Energia,kJ,1143,171,BRC0103K,Nome não encontrado
Energia,kcal,269,40,BRC0103K,Nome não encontrado
Umidade,g,"32,4","4,86",BRC0103K,Nome não encontrado
Carboidrato total,g,"67,0","10,1",BRC0103K,Nome não encontrado
Carboidrato disponível,g,"67,0","10,1",BRC0103K,Nome não encontrado
Proteína,g,"0,04","0,01",BRC0103K,Nome não encontrado
Lipídios,g,"0,06","0,01",BRC0103K,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0103K,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0103K,Nome não encontrado
Cinzas,g,"0,47","0,07",BRC0103K,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0103K,Nome não encontrado
Ácidos graxos saturados,g,"0,01","0,00",BRC0103K,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,01","0,00",BRC0103K,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,02","0,00",BRC0103K,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0103K,Nome não encontrado
Cálcio,mg,102,"15,3",BRC0103K,Nome não encontrado
Ferro,mg,"0,11","0,02",BRC0103K,Nome não encontrado
Sódio,mg,"12,0","1,80",BRC0103K,Nome não encontrado
Magnésio,mg,"21,0","3,15",BRC0103K,Nome não encontrado
Fósforo,mg,"2,00","0,30",BRC0103K,Nome não encontrado
Potássio,mg,212,"31,8",BRC0103K,Nome não encontrado
Manganês,mg,"2,91","0,44",BRC0103K,Nome não encontrado
Zinco,mg,"1,47","0,22",BRC0103K,Nome não encontrado
Cobre,mg,"0,02","0,00",BRC0103K,Nome não encontrado
Selênio,mcg,"0,60","0,09",BRC0103K,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0103K,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0103K,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0103K,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,00","0,00",BRC0103K,Nome não encontrado
Tiamina,mg,"0,07","0,01",BRC0103K,Nome não encontrado
Riboflavina,mg,"1,27","0,19",BRC0103K,Nome não encontrado
Niacina,mg,"0,08","0,01",BRC0103K,Nome não encontrado
Vitamina B6,mg,"0,00","0,00",BRC0103K,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0103K,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0103K,Nome não encontrado
Equivalente de folato,mcg,"0,00","0,00",BRC0103K,Nome não encontrado
Sal de adição,g,,,BRC0103K,Nome não encontrado
Açúcar de adição,g,,,BRC0103K,Nome não encontrado
Gordura de adição,g,,,BRC0103K,Nome não encontrado
Proteína vegetal,g,"0,04","0,01",BRC0103K,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0103K,Nome não encontrado
