componente,unidade,Valor por 100g,Colher sopa cheia (25 g),codigo_alimento,nome_alimento
Energia,kJ,426,106,BRC1098B,Nome não encontrado
Energia,kcal,103,25,BRC1098B,Nome não encontrado
Umidade,g,"79,8","20,0",BRC1098B,Nome não encontrado
Carboidrato total,g,"10,8","2,70",BRC1098B,Nome não encontrado
Carboidrato disponível,g,"8,94","2,24",BRC1098B,Nome não encontrado
Proteína,g,"2,28","0,57",BRC1098B,Nome não encontrado
Lipídios,g,"5,94","1,49",BRC1098B,Nome não encontrado
Fibra alimentar,g,"1,89","0,47",BRC1098B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC1098B,Nome não encontrado
Cinzas,g,"1,15","0,29",BRC1098B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC1098B,Nome não encontrado
Ácidos graxos saturados,g,"0,93","0,23",BRC1098B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,63","0,41",BRC1098B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"2,95","0,74",BRC1098B,Nome não encontrado
Ácidos graxos trans,g,"0,02","0,01",BRC1098B,Nome não encontrado
Cálcio,mg,"27,7","6,93",BRC1098B,Nome não encontrado
Ferro,mg,"1,12","0,28",BRC1098B,Nome não encontrado
Sódio,mg,301,"75,3",BRC1098B,Nome não encontrado
Magnésio,mg,"12,2","3,05",BRC1098B,Nome não encontrado
Fósforo,mg,"40,0","10,00",BRC1098B,Nome não encontrado
Potássio,mg,139,"34,8",BRC1098B,Nome não encontrado
Manganês,mg,"0,15","0,04",BRC1098B,Nome não encontrado
Zinco,mg,"0,33","0,08",BRC1098B,Nome não encontrado
Cobre,mg,"0,08","0,02",BRC1098B,Nome não encontrado
Selênio,mcg,"0,47","0,12",BRC1098B,Nome não encontrado
Vitamina A (RE),mcg,110,"27,5",BRC1098B,Nome não encontrado
Vitamina A (RAE),mcg,"61,3","15,3",BRC1098B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC1098B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,65","0,16",BRC1098B,Nome não encontrado
Tiamina,mg,"0,02","0,01",BRC1098B,Nome não encontrado
Riboflavina,mg,"0,01","0,00",BRC1098B,Nome não encontrado
Niacina,mg,"0,30","0,08",BRC1098B,Nome não encontrado
Vitamina B6,mg,"0,06","0,02",BRC1098B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC1098B,Nome não encontrado
Vitamina C,mg,"15,0","3,75",BRC1098B,Nome não encontrado
Equivalente de folato,mcg,"28,5","7,13",BRC1098B,Nome não encontrado
Sal de adição,g,"0,32","0,08",BRC1098B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC1098B,Nome não encontrado
Gordura de adição,g,"4,00","1,00",BRC1098B,Nome não encontrado
Proteína vegetal,g,"2,28","0,57",BRC1098B,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC1098B,Nome não encontrado
